year,age,n
1995,19,34.9767
1996,19,34.76064
1997,19,34.37226
1998,19,33.74599
1999,19,33.01497
2000,19,32.25103
2001,19,31.47866
2002,19,30.4971
2003,19,30.02066
2004,19,28.82228
2005,19,27.38709
2006,19,26.69691
2007,19,26.24997
2008,19,25.9658
2009,19,28.40839
2010,19,26.85422
2011,19,26.74392
2012,19,25.83654
2013,19,25.26817
2014,19,22.90802
2015,19,20.13044
2016,19,19.21694
2017,19,19.08667
2018,19,16.60415
2019,19,15.28864
2020,19,16.02581
2021,19,14.91741
2022,19,14.76552
2023,19,15.18246
