year,age,n
1996,6,1.9049897035
1997,6,2.69415919475
1998,6,2.0862105315
1999,6,2.32637923125
2000,6,3.571929047
2001,6,2.358543640925
2002,6,1.92440109225
2003,6,2.1771271757
2004,6,1.4961348641
2005,6,3.110132271325
2006,6,2.31363576425
2007,6,2.65739728075
2008,6,1.68875194225
2009,6,2.8722040749
2010,6,1.809673341
2011,6,2.03620882575
2012,6,1.7244919505
2013,6,1.5008879345
2014,6,2.40840548775
2015,6,1.50632069525
2016,6,1.4980291965
2017,6,2.74246423
2018,6,2.3353713355
2019,6,1.7139693375
2020,6,1.88371579875
2021,6,2.0791917525
1952,7,5.1793809825
1953,7,5.1344399725
1954,7,5.0933159175
1955,7,5.04437057
1956,7,4.993800445
1957,7,4.959470935
1958,7,4.9139688775
1959,7,4.6508931949
1960,7,6.2026203198
1961,7,6.66762955585
1962,7,3.710477384725
1963,7,3.13362841795
1964,7,4.025520247425
1965,7,3.98434300325
1966,7,2.602902389025
1967,7,3.111902915
1968,7,2.792091274375
1969,7,2.74883656785
1970,7,2.92356855845
1971,7,2.56449406905
1972,7,2.497172167275
1973,7,3.1620672805
1974,7,1.997020998175
1975,7,2.563816728625
1976,7,2.7369969053
1977,7,1.3462423443
1978,7,2.228585395725
1979,7,2.692524420425
1980,7,1.9941003231
1981,7,3.670713764125
1982,7,1.92612418025
1983,7,2.480185159075
1984,7,2.089250613525
1985,7,1.2657613912225
1986,7,2.3229861465
1987,7,1.983791142075
1988,7,2.623794442975
1989,7,1.94833461275
1990,7,1.59900761025
1991,7,2.3754503055
1992,7,1.50539655
1993,7,1.732842182775
1994,7,3.16456172405
1995,7,1.6277328665
1996,7,1.85410113425
1997,7,1.302470209925
1998,7,1.8044510354
1999,7,1.40535846085
2000,7,1.558554547275
2001,7,2.41827383745
2002,7,1.56075499565
2003,7,1.279933784575
2004,7,1.444391626775
2005,7,0.986885196575
2006,7,2.08421536845
2007,7,1.541575641975
2008,7,1.77367918015
2009,7,1.124107679325
2010,7,1.8889564171
2011,7,1.2081617775
2012,7,1.346584768
2013,7,1.13783995025
2014,7,0.9840088422
2015,7,1.57285891425
2016,7,1.0022440715
2017,7,1.007773469
2018,7,1.843572501
2019,7,1.547251135
2020,7,1.14000484125
2021,7,1.2718528385
1952,8,3.7501968775
1953,8,3.7204956725
1954,8,3.6965458925
1955,8,3.6674880525
1956,8,3.6258726725
1957,8,3.58837236
1958,8,3.548583445
1959,8,3.5041881775
1960,8,3.3128165497
1961,8,4.423141805175
1962,8,4.757234088325
1963,8,2.643194425375
1964,8,2.226546321975
1965,8,2.8740880232
1966,8,2.844472804675
1967,8,1.85070264065
1968,8,2.21501367725
1969,8,1.9871985136
1970,8,1.95704242805
1971,8,2.082708088125
1972,8,1.82376627785
1973,8,1.765902429125
1974,8,2.247155847725
1975,8,1.4135416596
1976,8,1.8010257152
1977,8,1.92225121155
1978,8,0.948982620625
1979,8,1.568914381225
1980,8,1.884620862775
1981,8,1.40488206445
1982,8,2.58194699215
1983,8,1.35384741305
1984,8,1.7465113427
1985,8,1.4703441727125
1986,8,0.88816300922
1987,8,1.6296327017
1988,8,1.3835508005
1989,8,1.8352473653
1990,8,1.35923314305
1991,8,1.1152272045
1992,8,1.658625479
1993,8,1.046294196225
1994,8,1.194768197
1995,8,2.16002842645
1996,8,1.12406518865
1997,8,1.28256325835
1998,8,0.887439902325
1999,8,1.226909248075
2000,8,0.954472614625
2001,8,1.0586510364
2002,8,1.648892637725
2003,8,1.03995135795
2004,8,0.8676806445
2005,8,0.960254289475
2006,8,0.668881628475
2007,8,1.40967226755
2008,8,1.0454524432
2009,8,1.19858789695
2010,8,0.75643547215
2011,8,1.275037304375
2012,8,0.81187836905
2013,8,0.9031753305
2014,8,0.7617654645
2015,8,0.64919644255
2016,8,1.05818740025
2017,8,0.684511349
2018,8,0.686039185
2019,8,1.241027038
2020,8,1.0420311675
2021,8,0.779552719175
1952,9,2.728686545
1953,9,2.7078145375
1954,9,2.6923817975
1955,9,2.6755944675
1956,9,2.6499198875
1957,9,2.61903571
1958,9,2.5809314675
1959,9,2.5442526125
1960,9,2.512473685
1961,9,2.3749977229
1962,9,3.169954505075
1963,9,3.406653856325
1964,9,1.887833305025
1965,9,1.59837478865
1966,9,2.060717516975
1967,9,2.037170762375
1968,9,1.32538955584
1969,9,1.5859724442375
1970,9,1.4220645446775
1971,9,1.4017487656
1972,9,1.48767576278
1973,9,1.2996487150675
1974,9,1.260322939675
1975,9,1.6013058648
1976,9,1.000228126525
1977,9,1.272615964
1978,9,1.362108575765
1979,9,0.6722784767425
1980,9,1.105060081125
1981,9,1.334099196475
1982,9,0.99661399375
1983,9,1.825242477875
1984,9,0.9592420441
1985,9,1.232847656165
1986,9,1.0390938594975
1987,9,0.6261254412725
1988,9,1.1436659470575
1989,9,0.9737742066
1990,9,1.286031225575
1991,9,0.955179377775
1992,9,0.7839120485
1993,9,1.159592478025
1994,9,0.72780945405
1995,9,0.8184105482
1996,9,1.49893496165
1997,9,0.783521321575
1998,9,0.879770742375
1999,9,0.60919998015
2000,9,0.837193858925
2001,9,0.65329141455
2002,9,0.71987449285
2003,9,1.1184737311
2004,9,0.70461292425
2005,9,0.5856553901
2006,9,0.6540709058
2007,9,0.454642564125
2008,9,0.962568618775
2009,9,0.711041537475
2010,9,0.814148198275
2011,9,0.516626347725
2012,9,0.8598149623
2013,9,0.5488862548
2014,9,0.6115302296
2015,9,0.510083079125
2016,9,0.438779742475
2017,9,0.72725044145
2018,9,0.471638485925
2019,9,0.46502726575
2020,9,0.84261682075
2021,9,0.716664824825
1952,10,4.30640852575
1953,10,5.10068363125
1954,10,5.6751789865
1955,10,6.084258035
1956,10,6.3578575795
1957,10,6.53579927575
1958,10,6.611955282
1959,10,6.62087561225
1960,10,6.603694181
1961,10,6.569095496
1962,10,6.4395185085
1963,10,6.904808965925
1964,10,7.39578996785
1965,10,6.69389295195
1966,10,5.97347004045
1967,10,5.773200131275
1968,10,5.61762380844
1969,10,4.9947318296325
1970,10,4.73193023949
1971,10,4.428388998495
1972,10,4.1835382402575
1973,10,4.0533201297875
1974,10,3.841800253025
1975,10,3.6475773565
1976,10,3.73010844505
1977,10,3.3610738874025
1978,10,3.30073537605
1979,10,3.3210170473025
1980,10,2.824078885465
1981,10,2.79394775595
1982,10,2.93696346945
1983,10,2.7903284303675
1984,10,3.283626630875
1985,10,3.008013645325
1986,10,3.00761493771
1987,10,2.86872125082
1988,10,2.46330586766
1989,10,2.5504161600225
1990,10,2.481926267575
1991,10,2.658101877375
1992,10,2.55504552655
1993,10,2.34994660315
1994,10,2.455947156075
1995,10,2.19883131475
1996,10,2.10340759945
1997,10,2.51886347435
1998,10,2.27211724605
1999,10,2.17337716315
2000,10,1.9148540622
2001,10,1.8928089609
2002,10,1.7439034399
2003,10,1.6701145714
2004,10,1.913108672125
2005,10,1.76774263565
2006,10,1.6182809254
2007,10,1.554843001
2008,10,1.37917679582
2009,10,1.6038777154
2010,10,1.5808147037
2011,10,1.646578548
2012,10,1.4763473014
2013,10,1.589646978875
2014,10,1.45685877705
2015,10,1.39693873475
2016,10,1.30296932135
2017,10,1.204747861275
2018,10,1.338392659975
2019,10,1.240450697175
2020,10,1.16727995025
2021,10,1.390578675875
