sex,year,age,n
1,1997,20,0.218159
1,1998,20,0.22127
1,1999,20,0.216485
1,2000,20,0.194225
1,2001,20,0.187411
1,2002,20,0.178672
1,2003,20,0.163442
1,2004,20,0.150324
1,2005,20,0.123195
1,2006,20,0.111661
1,2007,20,0.100271
1,2008,20,0.0944208
1,2009,20,0.0826398
1,2010,20,0.0709338
1,2011,20,0.060504
1,2012,20,0.0560512
1,2013,20,0.049062
1,2014,20,0.0462868
1,2015,20,0.0361586
1,2016,20,0.0348188
1,2017,20,0.037001
1,2018,20,0.0405902
1,2019,20,0.0433539
1,2020,20,0.041165
1,2021,20,0.0441655
1,2022,20,0.046558
1,2023,20,0.0487957
2,1995,20,0.213663
2,1996,20,0.20869
2,1997,20,0.217817
2,1998,20,0.220873
2,1999,20,0.216143
2,2000,20,0.194158
2,2001,20,0.187428
2,2002,20,0.178771
2,2003,20,0.163686
2,2004,20,0.150655
2,2005,20,0.123697
2,2006,20,0.112145
2,2007,20,0.100705
2,2008,20,0.0947178
2,2009,20,0.0828321
2,2010,20,0.0710143
2,2011,20,0.060513
2,2012,20,0.0559494
2,2013,20,0.0489332
2,2014,20,0.0461167
2,2015,20,0.0360134
2,2016,20,0.0346659
2,2017,20,0.0368264
2,2018,20,0.0403536
2,2019,20,0.0430543
2,2020,20,0.0408529
2,2021,20,0.0437928
2,2022,20,0.0461524
2,2023,20,0.0483654
1,1995,21,0.160336
1,1996,21,0.156641
1,1997,21,0.163472
1,1998,21,0.165728
1,1999,21,0.162178
1,2000,21,0.145769
1,2001,21,0.140814
1,2002,21,0.134456
1,2003,21,0.123324
1,2004,21,0.113782
1,2005,21,0.0937816
1,2006,21,0.0854182
1,2007,21,0.0771655
1,2008,21,0.0730947
1,2009,21,0.064456
1,2010,21,0.0572131
1,2011,21,0.0479217
1,2012,21,0.0440072
1,2013,21,0.0377939
1,2014,21,0.03457
1,2015,21,0.0320613
1,2016,21,0.0260354
1,2017,21,0.0255132
1,2018,21,0.0288028
1,2019,21,0.0315974
1,2020,21,0.0326317
1,2021,21,0.0320233
1,2022,21,0.0337692
1,2023,21,0.0357866
2,1995,21,0.160376
2,1996,21,0.15675
2,1997,21,0.163504
2,1998,21,0.165724
2,1999,21,0.162208
2,2000,21,0.145975
2,2001,21,0.141078
2,2002,21,0.134777
2,2003,21,0.123743
2,2004,21,0.114263
2,2005,21,0.0943685
2,2006,21,0.086
2,2007,21,0.0777208
2,2008,21,0.0735706
2,2009,21,0.0648514
2,2010,21,0.0575103
2,2011,21,0.048125
2,2012,21,0.0441053
2,2013,21,0.0378413
2,2014,21,0.0345648
2,2015,21,0.0320292
2,2016,21,0.0259876
2,2017,21,0.0254511
2,2018,21,0.0286988
2,2019,21,0.0314494
2,2020,21,0.0324554
2,2021,21,0.0318183
2,2022,21,0.0335343
2,2023,21,0.0355188
1,1995,22,0.120386
1,1996,22,0.117677
1,1997,22,0.122745
1,1998,22,0.124392
1,1999,22,0.121746
1,2000,22,0.109589
1,2001,22,0.105959
1,2002,22,0.101301
1,2003,22,0.093115
1,2004,22,0.0861307
1,2005,22,0.0713243
1,2006,22,0.0652306
1,2007,22,0.0592277
1,2008,22,0.0563945
1,2009,22,0.050073
1,2010,22,0.0447747
1,2011,22,0.038792
1,2012,22,0.0349363
1,2013,22,0.029778
1,2014,22,0.0267044
1,2015,22,0.0240179
1,2016,22,0.0231408
1,2017,22,0.0191183
1,2018,22,0.019881
1,2019,22,0.0224476
1,2020,22,0.0238195
1,2021,22,0.0254161
1,2022,22,0.0245256
1,2023,22,0.0259885
2,1995,22,0.120622
2,1996,22,0.117959
2,1997,22,0.12298
2,1998,22,0.124603
2,1999,22,0.121978
2,2000,22,0.109929
2,2001,22,0.106339
2,2002,22,0.101718
2,2003,22,0.0935956
2,2004,22,0.0866534
2,2005,22,0.0719084
2,2006,22,0.0658137
2,2007,22,0.0597967
2,2008,22,0.0569209
2,2009,22,0.0505454
2,2010,22,0.0451751
2,2011,22,0.0391115
2,2012,22,0.0351556
2,2013,22,0.0299338
2,2014,22,0.0268026
2,2015,22,0.0240771
2,2016,22,0.0231669
2,2017,22,0.0191197
2,2018,22,0.0198539
2,2019,22,0.0223916
2,2020,22,0.0237429
2,2021,22,0.025308
2,2022,22,0.024404
2,2023,22,0.0258388
1,1995,23,0.0905397
1,1996,23,0.0885418
1,1997,23,0.0923156
1,1998,23,0.0935244
1,1999,23,0.0915463
1,2000,23,0.0825021
1,2001,23,0.079827
1,2002,23,0.0763931
1,2003,23,0.0703422
1,2004,23,0.0652014
1,2005,23,0.0541991
1,2006,23,0.0497367
1,2007,23,0.0453515
1,2008,23,0.0433735
1,2009,23,0.0387416
1,2010,23,0.0348778
1,2011,23,0.0304465
1,2012,23,0.0283327
1,2013,23,0.0237071
1,2014,23,0.0210873
1,2015,23,0.0185981
1,2016,23,0.0173687
1,2017,23,0.0170218
1,2018,23,0.0149097
1,2019,23,0.0155085
1,2020,23,0.0169426
1,2021,23,0.0185704
1,2022,23,0.0194909
1,2023,23,0.0188929
2,1995,23,0.0908673
2,1996,23,0.0888999
2,1997,23,0.0926459
2,1998,23,0.0938392
2,1999,23,0.0918728
2,2000,23,0.0828927
2,2001,23,0.0802424
2,2002,23,0.0768327
2,2003,23,0.0708208
2,2004,23,0.0657068
2,2005,23,0.0547359
2,2006,23,0.050273
2,2007,23,0.0458797
2,2008,23,0.04388
2,2009,23,0.039213
2,2010,23,0.0353018
2,2011,23,0.0308085
2,2012,23,0.0286219
2,2013,23,0.0239249
2,2014,23,0.0212471
2,2015,23,0.0187135
2,2016,23,0.0174472
2,2017,23,0.0170724
2,2018,23,0.0149263
2,2019,23,0.0155041
2,2020,23,0.0169243
2,2021,23,0.0185313
2,2022,23,0.0194352
2,2023,23,0.0188211
1,1995,24,0.0681845
1,1996,24,0.0667043
1,1997,24,0.0695227
1,1998,24,0.0704139
1,1999,24,0.0689309
1,2000,24,0.0621803
1,2001,24,0.0601984
1,2002,24,0.0576546
1,2003,24,0.0531619
1,2004,24,0.049359
1,2005,24,0.0411569
1,2006,24,0.0378726
1,2007,24,0.0346547
1,2008,24,0.0332666
1,2009,24,0.0298645
1,2010,24,0.0270443
1,2011,24,0.0237723
1,2012,24,0.0222704
1,2013,24,0.01927
1,2014,24,0.0168182
1,2015,24,0.0147147
1,2016,24,0.01347
1,2017,24,0.0127935
1,2018,24,0.0132831
1,2019,24,0.011639
1,2020,24,0.0117165
1,2021,24,0.0132191
1,2022,24,0.0142561
1,2023,24,0.015026
2,1995,24,0.06854
2,1996,24,0.0670794
2,1997,24,0.0698826
2,1998,24,0.0707638
2,1999,24,0.0692868
2,2000,24,0.0625714
2,2001,24,0.0606048
2,2002,24,0.0580754
2,2003,24,0.0536051
2,2004,24,0.0498178
2,2005,24,0.0416278
2,2006,24,0.0383422
2,2007,24,0.0351186
2,2008,24,0.0337202
2,2009,24,0.0302947
2,2010,24,0.0274442
2,2011,24,0.0241288
2,2012,24,0.0225774
2,2013,24,0.0195208
2,2014,24,0.0170107
2,2015,24,0.014862
2,2016,24,0.0135803
2,2017,24,0.0128741
2,2018,24,0.0133358
2,2019,24,0.011664
2,2020,24,0.011729
2,2021,24,0.0132188
2,2022,24,0.0142452
2,2023,24,0.0149997
1,1995,25,0.210353
1,1996,25,0.205946
1,1997,25,0.214483
1,1998,25,0.217091
1,1999,25,0.212549
1,2000,25,0.192113
1,2001,25,0.186206
1,2002,25,0.178626
1,2003,25,0.165175
1,2004,25,0.153884
1,2005,25,0.129133
1,2006,25,0.119505
1,2007,25,0.110155
1,2008,25,0.10659
1,2009,25,0.0967599
1,2010,25,0.0888018
1,2011,25,0.079349
1,2012,25,0.0756608
1,2013,25,0.0669269
1,2014,25,0.0613779
1,2015,25,0.0547889
1,2016,25,0.0505011
1,2017,25,0.047255
1,2018,25,0.0469159
1,2019,25,0.0470614
1,2020,25,0.0444344
1,2021,25,0.0438788
1,2022,25,0.0439278
1,2023,25,0.0449218
2,1995,25,0.212729
2,1996,25,0.208351
2,1997,25,0.216896
2,1998,25,0.21949
2,1999,25,0.214936
2,2000,25,0.194473
2,2001,25,0.188571
2,2002,25,0.180985
2,2003,25,0.167516
2,2004,25,0.156204
2,2005,25,0.131343
2,2006,25,0.121664
2,2007,25,0.112263
2,2008,25,0.10868
2,2009,25,0.0987663
2,2010,25,0.0907278
2,2011,25,0.0811524
2,2012,25,0.0773789
2,2013,25,0.0684864
2,2014,25,0.0627962
2,2015,25,0.0560424
2,2016,25,0.0516124
2,2017,25,0.0482357
2,2018,25,0.0477878
2,2019,25,0.0478292
2,2020,25,0.0450904
2,2021,25,0.0444444
2,2022,25,0.0444178
2,2023,25,0.0453376
