year,season,area,age,n
2004,2,3,4,3386720
2004,2,3,5,1591360
2004,2,3,6,4715450
2004,2,3,7,1269600
2004,2,3,8,1364370
2004,2,3,9,1360030
2004,2,3,10,1935530
2004,2,3,11,893710
2004,2,3,12,392947
2004,2,3,13,236385
2004,2,3,14,438469
2004,2,3,15,143094
2004,2,3,16,577862
2005,2,3,1,78216.6
2005,2,3,2,2095180
2005,2,3,3,5088480
2005,2,3,4,4873820
2005,2,3,5,3985800
2005,2,3,6,3045440
2005,2,3,7,1987650
2005,2,3,8,522536
2005,2,3,9,386666
2005,2,3,10,1564080
2005,2,3,11,497087
2005,2,3,12,514619
2005,2,3,13,436301
2005,2,3,14,587455
2005,2,3,15,285162
2005,2,3,16,562859
2006,2,3,1,2762240
2006,2,3,2,1092420
2006,2,3,3,2692040
2006,2,3,4,2012880
2006,2,3,5,1623450
2006,2,3,6,5924870
2006,2,3,7,1326420
2006,2,3,8,1727430
2006,2,3,9,1342760
2006,2,3,10,1067610
2006,2,3,11,712674
2006,2,3,12,151165
2006,2,3,13,118642
2006,2,3,14,443186
2006,2,3,15,175150
2006,2,3,16,791170
2007,2,3,1,101489000
2007,2,3,2,2030420
2007,2,3,3,7369070
2007,2,3,4,3103450
2007,2,3,5,1962560
2007,2,3,6,2370310
2007,2,3,7,2964220
2007,2,3,8,697945
2007,2,3,9,528670
2007,2,3,10,1969680
2007,2,3,11,427906
2007,2,3,12,562005
2007,2,3,13,464600
2007,2,3,14,331289
2007,2,3,15,231706
2007,2,3,16,530127
2008,2,3,1,2331300
2008,2,3,2,3339470
2008,2,3,3,2903560
2008,2,3,4,1827680
2008,2,3,5,5237560
2008,2,3,6,2356360
2008,2,3,7,2656170
2008,2,3,8,857536
2008,2,3,9,550300
2008,2,3,10,824281
2008,2,3,11,1078800
2008,2,3,12,250541
2008,2,3,13,181729
2008,2,3,14,558157
2008,2,3,15,139705
2008,2,3,16,684265
2009,2,3,1,196964
2009,2,3,2,7620160
2009,2,3,3,3313260
2009,2,3,4,2223300
2009,2,3,5,1524890
2009,2,3,6,3633290
2009,2,3,7,645775
2009,2,3,8,1248180
2009,2,3,9,1013660
2009,2,3,10,782480
2009,2,3,11,902902
2009,2,3,12,292869
2009,2,3,13,171440
2009,2,3,14,258127
2009,2,3,15,341231
2009,2,3,16,562278
2010,2,3,1,2100770
2010,2,3,2,2116740
2010,2,3,3,2393360
2010,2,3,4,3009320
2010,2,3,5,1943510
2010,2,3,6,2498950
2010,2,3,7,999985
2010,2,3,8,693544
2010,2,3,9,400048
2010,2,3,10,1096620
2010,2,3,11,196654
2010,2,3,12,523002
2010,2,3,13,319937
2010,2,3,14,260244
2010,2,3,15,302432
2010,2,3,16,536959
2011,2,3,1,78143900
2011,2,3,2,2266260
2011,2,3,3,1612140
2011,2,3,4,1442200
2011,2,3,5,2057500
2011,2,3,6,2096190
2011,2,3,7,2385650
2011,2,3,8,1228500
2011,2,3,9,637988
2011,2,3,10,784788
2011,2,3,11,342270
2011,2,3,12,234792
2011,2,3,13,128049
2011,2,3,14,316176
2011,2,3,15,63826.4
2011,2,3,16,675684
2012,2,3,1,48667.4
2012,2,3,2,1920360
2012,2,3,3,2232710
2012,2,3,4,1123450
2012,2,3,5,3235170
2012,2,3,6,2485850
2012,2,3,7,1385170
2012,2,3,8,1260280
2012,2,3,9,825653
2012,2,3,10,699727
2012,2,3,11,869201
2012,2,3,12,522370
2012,2,3,13,232178
2012,2,3,14,253184
2012,2,3,15,120372
2012,2,3,16,468591
2013,2,3,1,844396
2013,2,3,2,1902690
2013,2,3,3,3910810
2013,2,3,4,5595410
2013,2,3,5,2621940
2013,2,3,6,1830520
2013,2,3,7,1306050
2013,2,3,8,566612
2013,2,3,9,473717
2013,2,3,10,718350
2013,2,3,11,518652
2013,2,3,12,535580
2013,2,3,13,314455
2013,2,3,14,222754
2013,2,3,15,266263
2013,2,3,16,553988
2014,2,3,1,1774760
2014,2,3,2,6085330
2014,2,3,3,1923340
2014,2,3,4,1535700
2014,2,3,5,1400410
2014,2,3,6,1433430
2014,2,3,7,4025230
2014,2,3,8,1280830
2014,2,3,9,1030040
2014,2,3,10,763569
2014,2,3,11,470350
2014,2,3,12,203581
2014,2,3,13,117749
2014,2,3,14,207748
2014,2,3,15,180204
2014,2,3,16,662574
2015,2,3,1,31956.7
2015,2,3,2,2048220
2015,2,3,3,1282000
2015,2,3,4,1991600
2015,2,3,5,1559050
2015,2,3,6,2081230
2015,2,3,7,1863910
2015,2,3,8,1011700
2015,2,3,9,411258
2015,2,3,10,500523
2015,2,3,11,1362810
2015,2,3,12,423373
2015,2,3,13,388180
2015,2,3,14,282072
2015,2,3,15,150600
2015,2,3,16,444814
2016,2,3,1,23633.9
2016,2,3,2,3103420
2016,2,3,3,1727060
2016,2,3,4,1221280
2016,2,3,5,1265490
2016,2,3,6,1704910
2016,2,3,7,1025460
2016,2,3,8,700028
2016,2,3,9,421287
2016,2,3,10,650641
2016,2,3,11,695098
2016,2,3,12,406902
2016,2,3,13,133722
2016,2,3,14,169933
2016,2,3,15,375902
2016,2,3,16,544026
2017,2,3,1,69903000
2017,2,3,2,6925240
2017,2,3,3,1603370
2017,2,3,4,3347330
2017,2,3,5,1427380
2017,2,3,6,1696850
2017,2,3,7,632718
2017,2,3,8,761948
2017,2,3,9,534912
2017,2,3,10,773506
2017,2,3,11,549783
2017,2,3,12,296120
2017,2,3,13,157116
2017,2,3,14,239457
2017,2,3,15,255776
2017,2,3,16,572668
2018,2,3,1,43649.1
2018,2,3,2,29339700
2018,2,3,3,7013060
2018,2,3,4,1493300
2018,2,3,5,3287140
2018,2,3,6,1656550
2018,2,3,7,633106
2018,2,3,8,816858
2018,2,3,9,569421
2018,2,3,10,545613
2018,2,3,11,223134
2018,2,3,12,339504
2018,2,3,13,216357
2018,2,3,14,292930
2018,2,3,15,223147
2018,2,3,16,531623
2019,2,3,1,39230.3
2019,2,3,2,796996
2019,2,3,3,2481620
2019,2,3,4,1349720
2019,2,3,5,1589100
2019,2,3,6,2945180
2019,2,3,7,1892310
2019,2,3,8,1104040
2019,2,3,9,613126
2019,2,3,10,385770
2019,2,3,11,254382
2019,2,3,12,280226
2019,2,3,13,233621
2019,2,3,14,194547
2019,2,3,15,82165.4
2019,2,3,16,597198
2020,2,3,1,307620
2020,2,3,2,1719040
2020,2,3,3,1477080
2020,2,3,4,169517
2020,2,3,5,1681580
2020,2,3,6,1656080
2020,2,3,7,3701770
2020,2,3,8,742150
2020,2,3,9,500338
2020,2,3,10,7e+05
2020,2,3,11,651403
2020,2,3,12,431483
2020,2,3,13,188264
2020,2,3,14,112864
2020,2,3,15,98321.3
2020,2,3,16,495730
2021,2,3,1,210400
2021,2,3,2,1889710
2021,2,3,3,6240550
2021,2,3,4,1639500
2021,2,3,5,1184180
2021,2,3,6,887735
2021,2,3,7,376055
2021,2,3,8,461997
2021,2,3,9,719578
2021,2,3,10,788714
2021,2,3,11,1379330
2021,2,3,12,319465
2021,2,3,13,174731
2021,2,3,14,222285
2021,2,3,15,231487
2021,2,3,16,463712
2022,2,3,1,729244
2022,2,3,2,1774550
2022,2,3,3,15680600
2022,2,3,4,301603
2022,2,3,5,497636
2022,2,3,6,1037530
2022,2,3,7,4644630
2022,2,3,8,684393
2022,2,3,9,312935
2022,2,3,10,268618
2022,2,3,11,122946
2022,2,3,12,234638
2022,2,3,13,275140
2022,2,3,14,303285
2022,2,3,15,426120
2022,2,3,16,481437
2023,2,3,1,729244
2023,2,3,2,1775720
2023,2,3,3,17729100
2023,2,3,4,878938
2023,2,3,5,1065010
2023,2,3,6,793651
2023,2,3,7,1872100
2023,2,3,8,541693
2023,2,3,9,106993
2023,2,3,10,333141
2023,2,3,11,1929180
2023,2,3,12,275628
2023,2,3,13,111870
2023,2,3,14,95936.2
2023,2,3,15,42065.5
2023,2,3,16,599006
2024,2,3,1,729244
2024,2,3,2,1770170
2024,2,3,3,17542100
2024,2,3,4,948858
2024,2,3,5,1137350
2024,2,3,6,865934
2024,2,3,7,4895190
2024,2,3,8,709157
2024,2,3,9,442638
2024,2,3,10,320256
2024,2,3,11,575949
2024,2,3,12,306282
2024,2,3,13,39226.9
2024,2,3,14,114251
2024,2,3,15,713533
2024,2,3,16,419884
1972,3,3,1,43444900
1972,3,3,2,29800900
1972,3,3,3,29256900
1972,3,3,4,19249900
1972,3,3,5,9302890
1972,3,3,6,8314450
1972,3,3,7,10416600
1972,3,3,8,4188450
1972,3,3,9,3033860
1972,3,3,10,2616800
1972,3,3,11,3309570
1972,3,3,12,1465730
1972,3,3,13,1033210
1972,3,3,14,840145
1972,3,3,15,1031690
1972,3,3,16,1113360
1973,3,3,1,3169060
1973,3,3,2,16174700
1973,3,3,3,37007700
1973,3,3,4,18133400
1973,3,3,5,8870210
1973,3,3,6,7959740
1973,3,3,7,11195400
1973,3,3,8,4064030
1973,3,3,9,3079020
1973,3,3,10,2756420
1973,3,3,11,3675650
1973,3,3,12,1542050
1973,3,3,13,1073150
1973,3,3,14,888321
1973,3,3,15,1130630
1973,3,3,16,2064280
1974,3,3,1,1714840
1974,3,3,2,3627030
1974,3,3,3,30197000
1974,3,3,4,43072100
1974,3,3,5,35979400
1974,3,3,6,5654560
1974,3,3,7,10311300
1974,3,3,8,4020440
1974,3,3,9,2794890
1974,3,3,10,2437290
1974,3,3,11,3325240
1974,3,3,12,1424870
1974,3,3,13,1031040
1974,3,3,14,851947
1974,3,3,15,1059960
1974,3,3,16,2270980
1975,3,3,1,1321450
1975,3,3,2,8626130
1975,3,3,3,39838300
1975,3,3,4,9756080
1975,3,3,5,6570570
1975,3,3,6,749834
1975,3,3,7,10919300
1975,3,3,8,13188600
1975,3,3,9,11633900
1975,3,3,10,2471470
1975,3,3,11,3141890
1975,3,3,12,1431720
1975,3,3,13,966352
1975,3,3,14,783405
1975,3,3,15,1003950
1975,3,3,16,2301160
1976,3,3,1,84669500
1976,3,3,2,25467700
1976,3,3,3,22535100
1976,3,3,4,14349300
1976,3,3,5,40330300
1976,3,3,6,2345740
1976,3,3,7,12946000
1976,3,3,8,2299400
1976,3,3,9,1421200
1976,3,3,10,275085
1976,3,3,11,3411580
1976,3,3,12,4305740
1976,3,3,13,3832310
1976,3,3,14,1034580
1976,3,3,15,971198
1976,3,3,16,2301620
1977,3,3,1,168422000
1977,3,3,2,6149140
1977,3,3,3,66212100
1977,3,3,4,9353220
1977,3,3,5,4256040
1977,3,3,6,4844520
1977,3,3,7,5303270
1977,3,3,8,3893500
1977,3,3,9,11773800
1977,3,3,10,914072
1977,3,3,11,3916720
1977,3,3,12,833033
1977,3,3,13,398322
1977,3,3,14,108377
1977,3,3,15,1005920
1977,3,3,16,4218010
1978,3,3,1,53038800
1978,3,3,2,31001700
1978,3,3,3,81675600
1978,3,3,4,16337600
1978,3,3,5,9352440
1978,3,3,6,1796380
1978,3,3,7,8072460
1978,3,3,8,3948630
1978,3,3,9,970053
1978,3,3,10,1402250
1978,3,3,11,1436210
1978,3,3,12,1449890
1978,3,3,13,3733320
1978,3,3,14,358799
1978,3,3,15,1201740
1978,3,3,16,2261430
1979,3,3,1,9354330
1979,3,3,2,16467000
1979,3,3,3,22268100
1979,3,3,4,24732900
1979,3,3,5,24190000
1979,3,3,6,2706070
1979,3,3,7,10843200
1979,3,3,8,6741170
1979,3,3,9,1765260
1979,3,3,10,558924
1979,3,3,11,1773520
1979,3,3,12,1550090
1979,3,3,13,339159
1979,3,3,14,432651
1979,3,3,15,466354
1979,3,3,16,3094910
1980,3,3,1,16537800
1980,3,3,2,15463200
1980,3,3,3,60253900
1980,3,3,4,20513300
1980,3,3,5,2997430
1980,3,3,6,2235960
1980,3,3,7,7203650
1980,3,3,8,8026490
1980,3,3,9,7164800
1980,3,3,10,617204
1980,3,3,11,2592860
1980,3,3,12,2506650
1980,3,3,13,543122
1980,3,3,14,181422
1980,3,3,15,497294
1980,3,3,16,2102380
1981,3,3,1,2312700
1981,3,3,2,77614500
1981,3,3,3,55962800
1981,3,3,4,5847660
1981,3,3,5,1698860
1981,3,3,6,4195640
1981,3,3,7,5980800
1981,3,3,8,4749450
1981,3,3,9,1102640
1981,3,3,10,445256
1981,3,3,11,1933030
1981,3,3,12,2663830
1981,3,3,13,2257420
1981,3,3,14,192094
1981,3,3,15,740752
1981,3,3,16,1999650
1982,3,3,1,130675000
1982,3,3,2,11935800
1982,3,3,3,57416700
1982,3,3,4,9039320
1982,3,3,5,1551720
1982,3,3,6,7159660
1982,3,3,7,13122900
1982,3,3,8,1907120
1982,3,3,9,581580
1982,3,3,10,1253280
1982,3,3,11,1141490
1982,3,3,12,1689880
1982,3,3,13,462733
1982,3,3,14,127225
1982,3,3,15,586736
1982,3,3,16,2714250
1983,3,3,1,19614100
1983,3,3,2,18959500
1983,3,3,3,53312300
1983,3,3,4,23075800
1983,3,3,5,5565920
1983,3,3,6,3157300
1983,3,3,7,11472200
1983,3,3,8,2352760
1983,3,3,9,511588
1983,3,3,10,1497610
1983,3,3,11,3795820
1983,3,3,12,802769
1983,3,3,13,227793
1983,3,3,14,365888
1983,3,3,15,286232
1983,3,3,16,1947950
1984,3,3,1,87541200
1984,3,3,2,6947660
1984,3,3,3,56371800
1984,3,3,4,18977600
1984,3,3,5,5082010
1984,3,3,6,5277760
1984,3,3,7,12880900
1984,3,3,8,5662560
1984,3,3,9,1041900
1984,3,3,10,937889
1984,3,3,11,3214700
1984,3,3,12,961249
1984,3,3,13,195572
1984,3,3,14,407473
1984,3,3,15,1212620
1984,3,3,16,1322480
1985,3,3,1,7379320
1985,3,3,2,4657280
1985,3,3,3,25694800
1985,3,3,4,17454100
1985,3,3,5,5063810
1985,3,3,6,1066290
1985,3,3,7,16224400
1985,3,3,8,4304910
1985,3,3,9,1515850
1985,3,3,10,1469580
1985,3,3,11,3677650
1985,3,3,12,1902550
1985,3,3,13,317858
1985,3,3,14,270068
1985,3,3,15,994580
1985,3,3,16,1450150
1986,3,3,1,46136200
1986,3,3,2,4481480
1986,3,3,3,68341200
1986,3,3,4,15185200
1986,3,3,5,4528830
1986,3,3,6,1284610
1986,3,3,7,4902310
1986,3,3,8,5125920
1986,3,3,9,755904
1986,3,3,10,306830
1986,3,3,11,4636620
1986,3,3,12,1531990
1986,3,3,13,466749
1986,3,3,14,405700
1986,3,3,15,1122900
1986,3,3,16,1656190
1987,3,3,1,11985400
1987,3,3,2,14770800
1987,3,3,3,48998300
1987,3,3,4,5481390
1987,3,3,5,4892750
1987,3,3,6,1003150
1987,3,3,7,15389700
1987,3,3,8,3321890
1987,3,3,9,1835610
1987,3,3,10,363905
1987,3,3,11,1380630
1987,3,3,12,1792140
1987,3,3,13,190508
1987,3,3,14,107647
1987,3,3,15,1440910
1987,3,3,16,1824520
1988,3,3,1,23982400
1988,3,3,2,5711240
1988,3,3,3,46545400
1988,3,3,4,13456600
1988,3,3,5,6841840
1988,3,3,6,4225230
1988,3,3,7,8116680
1988,3,3,8,1921430
1988,3,3,9,1409590
1988,3,3,10,313202
1988,3,3,11,4187540
1988,3,3,12,1154640
1988,3,3,13,712394
1988,3,3,14,103039
1988,3,3,15,419374
1988,3,3,16,1785660
1989,3,3,1,97166700
1989,3,3,2,3899530
1989,3,3,3,78552700
1989,3,3,4,19302300
1989,3,3,5,3629830
1989,3,3,6,1972200
1989,3,3,7,11336200
1989,3,3,8,3002370
1989,3,3,9,2414500
1989,3,3,10,1227950
1989,3,3,11,2018460
1989,3,3,12,802320
1989,3,3,13,496965
1989,3,3,14,108713
1989,3,3,15,1212760
1989,3,3,16,1487300
1990,3,3,1,112905000
1990,3,3,2,54906000
1990,3,3,3,19788700
1990,3,3,4,4490320
1990,3,3,5,5137840
1990,3,3,6,935353
1990,3,3,7,7948340
1990,3,3,8,3680630
1990,3,3,9,807878
1990,3,3,10,785445
1990,3,3,11,3089180
1990,3,3,12,1122260
1990,3,3,13,916497
1990,3,3,14,350130
1990,3,3,15,543572
1990,3,3,16,1397770
1991,3,3,1,195586000
1991,3,3,2,16865700
1991,3,3,3,25447100
1991,3,3,4,7045250
1991,3,3,5,6486340
1991,3,3,6,5506070
1991,3,3,7,4782830
1991,3,3,8,1410420
1991,3,3,9,1028430
1991,3,3,10,269439
1991,3,3,11,1632920
1991,3,3,12,1104520
1991,3,3,13,244862
1991,3,3,14,326486
1991,3,3,15,899731
1991,3,3,16,1578550
1992,3,3,1,95075000
1992,3,3,2,19816500
1992,3,3,3,17025800
1992,3,3,4,7026340
1992,3,3,5,7606010
1992,3,3,6,4093180
1992,3,3,7,5781640
1992,3,3,8,2074820
1992,3,3,9,1201180
1992,3,3,10,1186910
1992,3,3,11,1248200
1992,3,3,12,484573
1992,3,3,13,265607
1992,3,3,14,75313.5
1992,3,3,15,405777
1992,3,3,16,1366120
1993,3,3,1,82649200
1993,3,3,2,15800500
1993,3,3,3,24561400
1993,3,3,4,4673360
1993,3,3,5,9130700
1993,3,3,6,4930430
1993,3,3,7,4407290
1993,3,3,8,2010390
1993,3,3,9,1183170
1993,3,3,10,1134570
1993,3,3,11,1531680
1993,3,3,12,778349
1993,3,3,13,340054
1993,3,3,14,325537
1993,3,3,15,347347
1993,3,3,16,843928
1994,3,3,1,42992000
1994,3,3,2,15592500
1994,3,3,3,23852600
1994,3,3,4,7631300
1994,3,3,5,8545200
1994,3,3,6,2657840
1994,3,3,7,7250720
1994,3,3,8,1509590
1994,3,3,9,2296970
1994,3,3,10,1378890
1994,3,3,11,1291250
1994,3,3,12,683419
1994,3,3,13,293835
1994,3,3,14,318581
1994,3,3,15,419753
1994,3,3,16,883795
1995,3,3,1,4018050
1995,3,3,2,18526500
1995,3,3,3,26028900
1995,3,3,4,6573930
1995,3,3,5,5282580
1995,3,3,6,3789490
1995,3,3,7,4789650
1995,3,3,8,2076570
1995,3,3,9,1942750
1995,3,3,10,683687
1995,3,3,11,2148120
1995,3,3,12,601424
1995,3,3,13,655945
1995,3,3,14,388131
1995,3,3,15,375855
1995,3,3,16,817809
1996,3,3,1,41526200
1996,3,3,2,48324500
1996,3,3,3,13812900
1996,3,3,4,10238100
1996,3,3,5,2562730
1996,3,3,6,4614980
1996,3,3,7,5099190
1996,3,3,8,2111410
1996,3,3,9,1472440
1996,3,3,10,1090480
1996,3,3,11,1181960
1996,3,3,12,646136
1996,3,3,13,576450
1996,3,3,14,189921
1996,3,3,15,628511
1996,3,3,16,904685
1997,3,3,1,3779090
1997,3,3,2,31154100
1997,3,3,3,35346700
1997,3,3,4,8367240
1997,3,3,5,7521300
1997,3,3,6,5266740
1997,3,3,7,2966280
1997,3,3,8,3722150
1997,3,3,9,470580
1997,3,3,10,1270810
1997,3,3,11,1185080
1997,3,3,12,676307
1997,3,3,13,543723
1997,3,3,14,351980
1997,3,3,15,331984
1997,3,3,16,955252
1998,3,3,1,9151310
1998,3,3,2,17436200
1998,3,3,3,38913900
1998,3,3,4,10401800
1998,3,3,5,4463350
1998,3,3,6,3271460
1998,3,3,7,8177480
1998,3,3,8,1646970
1998,3,3,9,2149330
1998,3,3,10,1385440
1998,3,3,11,905673
1998,3,3,12,1268540
1998,3,3,13,149196
1998,3,3,14,366585
1998,3,3,15,362142
1998,3,3,16,983478
1999,3,3,1,390774
1999,3,3,2,34741500
1999,3,3,3,8584830
1999,3,3,4,19309700
1999,3,3,5,6669240
1999,3,3,6,4832950
1999,3,3,7,5392660
1999,3,3,8,3610080
1999,3,3,9,1220950
1999,3,3,10,724777
1999,3,3,11,2196880
1999,3,3,12,498942
1999,3,3,13,678802
1999,3,3,14,426773
1999,3,3,15,284511
1999,3,3,16,1001530
2000,3,3,1,206636
2000,3,3,2,18000200
2000,3,3,3,70529400
2000,3,3,4,5955100
2000,3,3,5,5680410
2000,3,3,6,5124390
2000,3,3,7,2049750
2000,3,3,8,5103990
2000,3,3,9,1962090
2000,3,3,10,1733350
2000,3,3,11,1389710
2000,3,3,12,1259150
2000,3,3,13,378346
2000,3,3,14,205862
2000,3,3,15,614531
2000,3,3,16,956491
2001,3,3,1,2291940
2001,3,3,2,24041100
2001,3,3,3,20551000
2001,3,3,4,6677590
2001,3,3,5,7924360
2001,3,3,6,3689360
2001,3,3,7,7585980
2001,3,3,8,1881100
2001,3,3,9,1771930
2001,3,3,10,1250250
2001,3,3,11,552916
2001,3,3,12,1512810
2001,3,3,13,634888
2001,3,3,14,629793
2001,3,3,15,448144
2001,3,3,16,1108070
2002,3,3,1,919118
2002,3,3,2,45132300
2002,3,3,3,34375300
2002,3,3,4,14900300
2002,3,3,5,7726820
2002,3,3,6,4584670
2002,3,3,7,5610180
2002,3,3,8,1981740
2002,3,3,9,2418940
2002,3,3,10,1046850
2002,3,3,11,1425650
2002,3,3,12,576722
2002,3,3,13,609941
2002,3,3,14,341311
2002,3,3,15,161630
2002,3,3,16,1371500
2003,3,3,1,95919.8
2003,3,3,2,17187500
2003,3,3,3,19088300
2003,3,3,4,5383520
2003,3,3,5,8471340
2003,3,3,6,9030960
2003,3,3,7,9177140
2003,3,3,8,4490430
2003,3,3,9,2220660
2003,3,3,10,1298460
2003,3,3,11,1671020
2003,3,3,12,608930
2003,3,3,13,791260
2003,3,3,14,335737
2003,3,3,15,371013
2003,3,3,16,997301
2004,3,3,1,10697000
2004,3,3,2,41515500
2004,3,3,3,15677300
2004,3,3,4,11786600
2004,3,3,5,3379350
2004,3,3,6,2586760
2004,3,3,7,5438140
2004,3,3,8,1685670
2004,3,3,9,2624670
2004,3,3,10,2471040
2004,3,3,11,2707500
2004,3,3,12,1377330
2004,3,3,13,672924
2004,3,3,14,397691
2004,3,3,15,490046
2004,3,3,16,996536
2005,3,3,1,11794000
2005,3,3,2,13739800
2005,3,3,3,27097700
2005,3,3,4,8333190
2005,3,3,5,9709400
2005,3,3,6,8130110
2005,3,3,7,4155250
2005,3,3,8,3264390
2005,3,3,9,723048
2005,3,3,10,657590
2005,3,3,11,1592280
2005,3,3,12,599177
2005,3,3,13,841019
2005,3,3,14,744459
2005,3,3,15,810518
2005,3,3,16,1227520
2006,3,3,1,44831500
2006,3,3,2,19338000
2006,3,3,3,12725900
2006,3,3,4,13602500
2006,3,3,5,4200870
2006,3,3,6,2714630
2006,3,3,7,7278690
2006,3,3,8,1999460
2006,3,3,9,2692530
2006,3,3,10,2342130
2006,3,3,11,1288580
2006,3,3,12,1016100
2006,3,3,13,217776
2006,3,3,14,193154
2006,3,3,15,460299
2006,3,3,16,1359740
2007,3,3,1,1613360
2007,3,3,2,52708200
2007,3,3,3,12882400
2007,3,3,4,13285200
2007,3,3,5,4894120
2007,3,3,6,3390410
2007,3,3,7,3338620
2007,3,3,8,4233030
2007,3,3,9,1213770
2007,3,3,10,813433
2007,3,3,11,2163010
2007,3,3,12,614968
2007,3,3,13,827369
2007,3,3,14,744758
2007,3,3,15,403969
2007,3,3,16,1034580
2008,3,3,1,29960000
2008,3,3,2,16586400
2008,3,3,3,16670900
2008,3,3,4,4300030
2008,3,3,5,6066670
2008,3,3,6,5601730
2008,3,3,7,3215080
2008,3,3,8,3501010
2008,3,3,9,1317130
2008,3,3,10,897883
2008,3,3,11,1019040
2008,3,3,12,1345080
2008,3,3,13,383834
2008,3,3,14,258726
2008,3,3,15,615842
2008,3,3,16,1133350
2009,3,3,1,28545100
2009,3,3,2,18664600
2009,3,3,3,16181500
2009,3,3,4,6792160
2009,3,3,5,3995680
2009,3,3,6,2457230
2009,3,3,7,4278160
2009,3,3,8,954812
2009,3,3,9,2075870
2009,3,3,10,1384670
2009,3,3,11,1006850
2009,3,3,12,1138230
2009,3,3,13,430912
2009,3,3,14,270568
2009,3,3,15,321349
2009,3,3,16,1181760
2010,3,3,1,77310.2
2010,3,3,2,16234700
2010,3,3,3,11292500
2010,3,3,4,9895980
2010,3,3,5,6322120
2010,3,3,6,3398350
2010,3,3,7,3438340
2010,3,3,8,1661740
2010,3,3,9,1076630
2010,3,3,10,646384
2010,3,3,11,1212500
2010,3,3,12,280849
2010,3,3,13,741138
2010,3,3,14,440896
2010,3,3,15,328661
2010,3,3,16,1096060
2011,3,3,1,7175120
2011,3,3,2,35087100
2011,3,3,3,10698400
2011,3,3,4,6997320
2011,3,3,5,5421570
2011,3,3,6,3429010
2011,3,3,7,2777560
2011,3,3,8,3035800
2011,3,3,9,2024680
2011,3,3,10,1001230
2011,3,3,11,1014630
2011,3,3,12,515810
2011,3,3,13,333564
2011,3,3,14,194977
2011,3,3,15,352848
2011,3,3,16,966165
2012,3,3,1,94194900
2012,3,3,2,21269200
2012,3,3,3,9157210
2012,3,3,4,5859440
2012,3,3,5,3019550
2012,3,3,6,2950340
2012,3,3,7,2879000
2012,3,3,8,2145960
2012,3,3,9,2035560
2012,3,3,10,1184320
2012,3,3,11,870490
2012,3,3,12,994268
2012,3,3,13,751277
2012,3,3,14,336565
2012,3,3,15,324315
2012,3,3,16,780475
2013,3,3,1,33748.1
2013,3,3,2,13800900
2013,3,3,3,9900800
2013,3,3,4,15617600
2013,3,3,5,7847500
2013,3,3,6,4524420
2013,3,3,7,2651260
2013,3,3,8,1725140
2013,3,3,9,900073
2013,3,3,10,585811
2013,3,3,11,812894
2013,3,3,12,706643
2013,3,3,13,740147
2013,3,3,14,416619
2013,3,3,15,276257
2013,3,3,16,1049010
2014,3,3,1,4839960
2014,3,3,2,15295100
2014,3,3,3,13567600
2014,3,3,4,8804560
2014,3,3,5,5177270
2014,3,3,6,2270950
2014,3,3,7,2222930
2014,3,3,8,4882150
2014,3,3,9,1980110
2014,3,3,10,1499590
2014,3,3,11,970441
2014,3,3,12,564548
2014,3,3,13,288362
2014,3,3,14,160295
2014,3,3,15,240291
2014,3,3,16,1079660
2015,3,3,1,19791.4
2015,3,3,2,11481500
2015,3,3,3,10075000
2015,3,3,4,4948070
2015,3,3,5,3471460
2015,3,3,6,2469110
2015,3,3,7,2942590
2015,3,3,8,2771520
2015,3,3,9,1738670
2015,3,3,10,637114
2015,3,3,11,708139
2015,3,3,12,1484840
2015,3,3,13,615663
2015,3,3,14,514536
2015,3,3,15,342391
2015,3,3,16,746853
2016,3,3,1,48133900
2016,3,3,2,10521500
2016,3,3,3,8133580
2016,3,3,4,4196450
2016,3,3,5,3281220
2016,3,3,6,2220270
2016,3,3,7,2701320
2016,3,3,8,1823270
2016,3,3,9,1112260
2016,3,3,10,698115
2016,3,3,11,919215
2016,3,3,12,937602
2016,3,3,13,608489
2016,3,3,14,200375
2016,3,3,15,234974
2016,3,3,16,1151330
2017,3,3,1,224405
2017,3,3,2,33871800
2017,3,3,3,8002240
2017,3,3,4,3588400
2017,3,3,5,4055850
2017,3,3,6,2140110
2017,3,3,7,2028430
2017,3,3,8,1003850
2017,3,3,9,1197610
2017,3,3,10,778837
2017,3,3,11,1001810
2017,3,3,12,745708
2017,3,3,13,405445
2017,3,3,14,231852
2017,3,3,15,314453
2017,3,3,16,1054590
2018,3,3,1,24699.6
2018,3,3,2,11260500
2018,3,3,3,18808300
2018,3,3,4,8549750
2018,3,3,5,4279190
2018,3,3,6,2948920
2018,3,3,7,1554340
2018,3,3,8,949818
2018,3,3,9,1042900
2018,3,3,10,759558
2018,3,3,11,656441
2018,3,3,12,319188
2018,3,3,13,454958
2018,3,3,14,285309
2018,3,3,15,357666
2018,3,3,16,954030
2019,3,3,1,756213
2019,3,3,2,9110140
2019,3,3,3,7008730
2019,3,3,4,12064500
2019,3,3,5,2880470
2019,3,3,6,1861370
2019,3,3,7,2653110
2019,3,3,8,2202100
2019,3,3,9,1463340
2019,3,3,10,685478
2019,3,3,11,405410
2019,3,3,12,330717
2019,3,3,13,338315
2019,3,3,14,278840
2019,3,3,15,222592
2019,3,3,16,814928
2020,3,3,1,453578
2020,3,3,2,10342400
2020,3,3,3,6089040
2020,3,3,4,1902680
