age,year,area,f
1,1963,1,9.60568841e-05
2,1963,1,0.000697036147
3,1963,1,0.01340524154
4,1963,1,0.0471814109
5,1963,1,0.040010938
6,1963,1,0.028403257
7,1963,1,0.030748242
8,1963,1,0.038660972
9,1963,1,0.044149514
10,1963,1,0.044885566
11,1963,1,0.042389733
12,1963,1,0.039194492
13,1963,1,0.036661172
14,1963,1,0.034803423
15,1963,1,0.033309452
16,1963,1,0.032041774
17,1963,1,0.030958189
18,1963,1,0.030040927
19,1963,1,0.029274329
20,1963,1,0.0286412
21,1963,1,0.028123644
22,1963,1,0.027704358
23,1963,1,0.027367451
24,1963,1,0.027098885
25,1963,1,0.026886481
26,1963,1,0.026719812
27,1963,1,0.026590153
28,1963,1,0.026490294
29,1963,1,0.026414317
30,1963,1,0.026357325
31,1963,1,0.02631536
32,1963,1,0.026285196
33,1963,1,0.026264221
34,1963,1,0.026250367
35,1963,1,0.02624195
36,1963,1,0.02623764
37,1963,1,0.026236399
38,1963,1,0.026236399
39,1963,1,0.026236399
40,1963,1,0.026236399
1,1964,1,0.000142255831
2,1964,1,0.00100775421
3,1964,1,0.0179674519
4,1964,1,0.056913935
5,1964,1,0.043386745
6,1964,1,0.026965318
7,1964,1,0.02564183
8,1964,1,0.030186756
9,1964,1,0.033185973
10,1964,1,0.03259431
11,1964,1,0.029726921
12,1964,1,0.026713214
13,1964,1,0.02457972
14,1964,1,0.023169954
15,1964,1,0.022114431
16,1964,1,0.021249682
17,1964,1,0.020521634
18,1964,1,0.019909393
19,1964,1,0.019399299
20,1964,1,0.018978679
21,1964,1,0.018635144
22,1964,1,0.018356994
23,1964,1,0.018133591
24,1964,1,0.017955559
25,1964,1,0.017814807
26,1964,1,0.017704389
27,1964,1,0.017618484
28,1964,1,0.017552329
29,1964,1,0.017501986
30,1964,1,0.017464231
31,1964,1,0.017436426
32,1964,1,0.017416441
33,1964,1,0.017402549
34,1964,1,0.017393366
35,1964,1,0.01738779
36,1964,1,0.017384937
37,1964,1,0.017384114
38,1964,1,0.017384114
39,1964,1,0.017384114
40,1964,1,0.017384114
1,1965,1,0.000126425034
2,1965,1,0.00089863863
3,1965,1,0.016210671
4,1965,1,0.052280254
5,1965,1,0.04074259
6,1965,1,0.026329569
7,1965,1,0.026250659
8,1965,1,0.031731026
9,1965,1,0.035448044
10,1965,1,0.035354641
11,1965,1,0.032772619
12,1965,1,0.029858545
13,1965,1,0.02769799
14,1965,1,0.026202232
15,1965,1,0.025043508
16,1965,1,0.024077587
17,1965,1,0.023258129
18,1965,1,0.022566699
19,1965,1,0.02198971
20,1965,1,0.021513545
21,1965,1,0.021124469
22,1965,1,0.020809352
23,1965,1,0.020556205
24,1965,1,0.020354433
25,1965,1,0.020194885
26,1965,1,0.020069708
27,1965,1,0.019972321
28,1965,1,0.019897323
29,1965,1,0.019840252
30,1965,1,0.01979745
31,1965,1,0.01976593
32,1965,1,0.019743271
33,1965,1,0.019727524
34,1965,1,0.019717114
35,1965,1,0.019710791
36,1965,1,0.019707557
37,1965,1,0.019706625
38,1965,1,0.019706625
39,1965,1,0.019706625
40,1965,1,0.019706625
1,1966,1,0.000108116881
2,1966,1,0.000784313814
3,1966,1,0.0150390452
4,1966,1,0.0526660089
5,1966,1,0.0441671398
6,1966,1,0.03022365
7,1966,1,0.031198138
8,1966,1,0.038255794
9,1966,1,0.043044071
10,1966,1,0.043135736
11,1966,1,0.040113969
12,1966,1,0.036608985
13,1966,1,0.033980007
14,1966,1,0.032149223
15,1966,1,0.030728003
16,1966,1,0.029542711
17,1966,1,0.028537109
18,1966,1,0.027688654
19,1966,1,0.026980651
20,1966,1,0.02639638
21,1966,1,0.025918975
22,1966,1,0.025532332
23,1966,1,0.025221719
24,1966,1,0.024974156
25,1966,1,0.024778391
26,1966,1,0.024624807
27,1966,1,0.024505314
28,1966,1,0.024413297
29,1966,1,0.024343269
30,1966,1,0.024290752
31,1966,1,0.024252079
32,1966,1,0.024224281
33,1966,1,0.024204958
34,1966,1,0.024192181
35,1966,1,0.02418443
36,1966,1,0.024180455
37,1966,1,0.024179318
38,1966,1,0.024179318
39,1966,1,0.024179318
40,1966,1,0.024179318
1,1967,1,0.000184859768
2,1967,1,0.00133965983
3,1967,1,0.0255884647
4,1967,1,0.0891211866
5,1967,1,0.074168226
6,1967,1,0.049797327
7,1967,1,0.050148083
8,1967,1,0.06066305
9,1967,1,0.06769641
10,1967,1,0.06729294
11,1967,1,0.0620299
12,1967,1,0.056181558
13,1967,1,0.051910783
14,1967,1,0.049015487
15,1967,1,0.046811343
16,1967,1,0.044991286
17,1967,1,0.043453928
18,1967,1,0.042159309
19,1967,1,0.041079996
20,1967,1,0.040189719
21,1967,1,0.039462487
22,1967,1,0.038873589
23,1967,1,0.038400581
24,1967,1,0.038023599
25,1967,1,0.037725537
26,1967,1,0.037491703
27,1967,1,0.037309789
28,1967,1,0.037169694
29,1967,1,0.037063076
30,1967,1,0.036983122
31,1967,1,0.036924241
