sex,year,age,f
1,1995,20,0.17992
2,1995,20,0.177714
1,1996,20,0.113227
2,1996,20,0.111977
1,1997,20,0.142842
2,1997,20,0.1413
1,1998,20,0.178656
2,1998,20,0.176675
1,1999,20,0.263467
2,1999,20,0.260473
1,2000,20,0.189539
2,2000,20,0.187323
1,2001,20,0.200036
2,2001,20,0.197738
1,2002,20,0.238701
2,2002,20,0.235868
1,2003,20,0.230146
2,2003,20,0.227416
1,2004,20,0.339787
2,2004,20,0.335749
1,2005,20,0.234178
2,2005,20,0.23145
1,2006,20,0.237479
2,2006,20,0.234635
1,2007,20,0.18409
2,2007,20,0.181914
1,2008,20,0.249745
2,2008,20,0.24677
1,2009,20,0.235674
2,2009,20,0.232817
1,2010,20,0.260144
2,2010,20,0.257046
1,2011,20,0.186322
2,2011,20,0.184245
1,2012,20,0.262084
2,2012,20,0.259012
1,2013,20,0.218064
2,2013,20,0.215586
1,2014,20,0.235174
2,2014,20,0.232494
1,2015,20,0.196425
2,2015,20,0.194237
1,2016,20,0.178928
2,2016,20,0.176965
1,2017,20,0.118437
2,2017,20,0.117327
1,2018,20,0.118419
2,2018,20,0.117266
1,2019,20,0.15208
2,2019,20,0.150563
1,2020,20,0.11909
2,2020,20,0.117902
1,2021,20,0.13636
2,2021,20,0.134867
1,2022,20,0.131092
2,2022,20,0.129853
1,2023,20,0.081815
2,2023,20,0.080835
1,1995,21,0.177301
2,1995,21,0.17515
1,1996,21,0.111818
2,1996,21,0.110601
1,1997,21,0.141174
2,1997,21,0.139674
1,1998,21,0.176379
2,1998,21,0.174449
1,1999,21,0.259926
2,1999,21,0.257006
1,2000,21,0.186933
2,2000,21,0.184772
1,2001,21,0.197316
2,2001,21,0.195075
1,2002,21,0.235367
2,2002,21,0.232603
1,2003,21,0.226917
2,2003,21,0.224254
1,2004,21,0.33501
2,2004,21,0.331072
1,2005,21,0.231005
2,2005,21,0.228346
1,2006,21,0.234137
2,2006,21,0.231364
1,2007,21,0.181548
2,2007,21,0.179427
1,2008,21,0.24624
2,2008,21,0.243339
1,2009,21,0.232305
2,2009,21,0.229519
1,2010,21,0.256534
2,2010,21,0.253513
1,2011,21,0.184009
2,2011,21,0.181985
1,2012,21,0.25855
2,2012,21,0.255556
1,2013,21,0.215284
2,2013,21,0.21287
1,2014,21,0.232151
2,2014,21,0.229541
1,2015,21,0.194017
2,2015,21,0.191888
1,2016,21,0.176779
2,2016,21,0.174868
1,2017,21,0.117401
2,2017,21,0.116324
1,2018,21,0.117255
2,2018,21,0.116135
1,2019,21,0.150537
2,2019,21,0.149063
1,2020,21,0.117867
2,2020,21,0.116711
1,2021,21,0.134714
2,2021,21,0.13326
1,2022,21,0.12986
2,2022,21,0.128656
1,2023,21,0.080657
2,2023,21,0.079701
1,1995,22,0.175193
2,1995,22,0.173115
1,1996,22,0.110693
2,1996,22,0.109518
1,1997,22,0.139849
2,1997,22,0.138403
1,1998,22,0.174555
2,1998,22,0.172691
1,1999,22,0.257079
2,1999,22,0.254258
1,2000,22,0.184838
2,2000,22,0.182751
1,2001,22,0.195128
2,2001,22,0.192963
1,2002,22,0.232686
2,2002,22,0.230017
1,2003,22,0.22432
2,2003,22,0.221747
1,2004,22,0.331168
2,2004,22,0.327363
1,2005,22,0.228459
2,2005,22,0.225891
1,2006,22,0.231451
2,2006,22,0.228772
1,2007,22,0.179507
2,2007,22,0.177458
1,2008,22,0.243423
2,2008,22,0.240621
1,2009,22,0.229597
2,2009,22,0.226905
1,2010,22,0.253637
2,2010,22,0.250719
1,2011,22,0.182163
2,2011,22,0.180211
1,2012,22,0.255718
2,2012,22,0.252828
1,2013,22,0.213063
2,2013,22,0.210735
1,2014,22,0.229736
2,2014,22,0.227217
1,2015,22,0.1921
2,2015,22,0.190046
1,2016,22,0.175069
2,2016,22,0.173227
1,2017,22,0.116596
2,2017,22,0.115561
1,2018,22,0.116339
2,2018,22,0.115261
1,2019,22,0.149322
2,2019,22,0.147903
1,2020,22,0.116901
2,2020,22,0.115789
1,2021,22,0.133402
2,2021,22,0.132
1,2022,22,0.128894
2,2022,22,0.127736
1,2023,22,0.079725
2,2023,22,0.078801
1,1995,23,0.173486
2,1995,23,0.171489
1,1996,23,0.109787
2,1996,23,0.10866
1,1997,23,0.138789
2,1997,23,0.137403
1,1998,23,0.173083
2,1998,23,0.171294
1,1999,23,0.254772
2,1999,23,0.252063
1,2000,23,0.183143
2,2000,23,0.181138
1,2001,23,0.193356
2,2001,23,0.191276
1,2002,23,0.230517
2,2002,23,0.227953
1,2003,23,0.222217
2,2003,23,0.219746
1,2004,23,0.328056
2,2004,23,0.324401
1,2005,23,0.226402
2,2005,23,0.223936
1,2006,23,0.229278
2,2006,23,0.226705
1,2007,23,0.177857
2,2007,23,0.175889
1,2008,23,0.241143
2,2008,23,0.238451
1,2009,23,0.227404
2,2009,23,0.224819
1,2010,23,0.251295
2,2010,23,0.248494
1,2011,23,0.18068
2,2011,23,0.178808
1,2012,23,0.253433
2,2012,23,0.250659
1,2013,23,0.211278
2,2013,23,0.209044
1,2014,23,0.227792
2,2014,23,0.225375
1,2015,23,0.190562
2,2015,23,0.188594
1,2016,23,0.173699
2,2016,23,0.171933
1,2017,23,0.115968
2,2017,23,0.11498
1,2018,23,0.115615
2,2018,23,0.114584
1,2019,23,0.148359
2,2019,23,0.147002
1,2020,23,0.116135
2,2020,23,0.115071
1,2021,23,0.13235
2,2021,23,0.131006
1,2022,23,0.128131
2,2022,23,0.127024
1,2023,23,0.078971
2,2023,23,0.078084
1,1995,24,0.172092
2,1995,24,0.170179
1,1996,24,0.109053
2,1996,24,0.107976
1,1997,24,0.137936
2,1997,24,0.136612
1,1998,24,0.171888
2,1998,24,0.170176
1,1999,24,0.252891
2,1999,24,0.250296
1,2000,24,0.181762
2,2000,24,0.179842
1,2001,24,0.191911
2,2001,24,0.189919
1,2002,24,0.228749
2,2002,24,0.226294
1,2003,24,0.220502
2,2003,24,0.218135
1,2004,24,0.325517
2,2004,24,0.322017
1,2005,24,0.224727
2,2005,24,0.222367
1,2006,24,0.227506
2,2006,24,0.225043
1,2007,24,0.176513
2,2007,24,0.174629
1,2008,24,0.239284
2,2008,24,0.236707
1,2009,24,0.225616
2,2009,24,0.223141
1,2010,24,0.249388
2,2010,24,0.246707
1,2011,24,0.179481
2,2011,24,0.177692
1,2012,24,0.251576
2,2012,24,0.248922
1,2013,24,0.209833
2,2013,24,0.207697
1,2014,24,0.226217
2,2014,24,0.223906
1,2015,24,0.189321
2,2015,24,0.18744
1,2016,24,0.172594
2,2016,24,0.170907
1,2017,24,0.115476
2,2017,24,0.114536
1,2018,24,0.115038
2,2018,24,0.114055
1,2019,24,0.147592
2,2019,24,0.146298
1,2020,24,0.115524
2,2020,24,0.114509
1,2021,24,0.131501
2,2021,24,0.130217
1,2022,24,0.127526
2,2022,24,0.126471
1,2023,24,0.078356
2,2023,24,0.077506
1,1995,25,0.169197
2,1995,25,0.167365
1,1996,25,0.10756
2,1996,25,0.106533
1,1997,25,0.136229
2,1997,25,0.134973
1,1998,25,0.169434
2,1998,25,0.167801
1,1999,25,0.24899
2,1999,25,0.246506
1,2000,25,0.178902
2,2000,25,0.177066
1,2001,25,0.188912
2,2001,25,0.187005
1,2002,25,0.225088
2,2002,25,0.22274
1,2003,25,0.216944
2,2003,25,0.214679
1,2004,25,0.320251
2,2004,25,0.316901
1,2005,25,0.221276
2,2005,25,0.219021
1,2006,25,0.223841
2,2006,25,0.221485
1,2007,25,0.173738
2,2007,25,0.171938
1,2008,25,0.235434
2,2008,25,0.232968
1,2009,25,0.221913
2,2009,25,0.219544
1,2010,25,0.245456
2,2010,25,0.242894
1,2011,25,0.177052
2,2011,25,0.17535
1,2012,25,0.247765
2,2012,25,0.245231
1,2013,25,0.206896
2,2013,25,0.204862
1,2014,25,0.22301
2,2014,25,0.220809
1,2015,25,0.18682
2,2015,25,0.185032
1,2016,25,0.170372
2,2016,25,0.168769
1,2017,25,0.114567
2,2017,25,0.113687
1,2018,25,0.113923
2,2018,25,0.112997
1,2019,25,0.146103
2,2019,25,0.144882
1,2020,25,0.114329
2,2020,25,0.11337
1,2021,25,0.129788
2,2021,25,0.128567
1,2022,25,0.126366
2,2022,25,0.125373
1,2023,25,0.07708
2,2023,25,0.076267
