area,sex,year,age,n
1,1,1955,14,7.2912
1,1,1956,14,7.2844
1,1,1957,14,7.27849
1,1,1958,14,7.26929
1,1,1959,14,7.25255
1,1,1960,14,7.23656
1,1,1961,14,7.21892
1,1,1962,14,7.19688
1,1,1963,14,7.15746
1,1,1964,14,7.11586
1,1,1965,14,7.0819
1,1,1966,14,7.02357
1,1,1967,14,6.97391
1,1,1968,14,6.93907
1,1,1969,14,6.86644
1,1,1970,14,6.806
1,1,1971,14,6.74621
1,1,1972,14,6.66327
1,1,1973,14,6.56615
1,1,1974,14,6.48213
1,1,1975,14,6.3911
1,1,1976,14,6.3459
1,1,1977,14,6.27725
1,1,1978,14,6.26488
1,1,1979,14,6.26331
1,1,1980,14,6.25288
1,1,1981,14,6.24259
1,1,1982,14,6.23521
1,1,1983,14,6.16993
1,1,1984,14,6.17042
1,1,1985,14,6.17296
1,1,1986,14,6.14511
1,1,1987,14,6.11245
1,1,1988,14,6.06636
1,1,1989,14,5.98591
1,1,1990,14,5.88971
1,1,1991,14,5.78634
1,1,1992,14,5.71338
1,1,1993,14,5.65859
1,1,1994,14,5.63134
1,1,1995,14,5.62052
1,1,1996,14,5.63824
1,1,1997,14,5.53484
1,1,1998,14,5.96498
1,1,1999,14,5.3204
1,1,2000,14,4.92766
1,1,2001,14,5.26596
1,1,2002,14,5.58341
1,1,2003,14,5.83368
1,1,2004,14,8.4524
1,1,2005,14,4.65661
1,1,2006,14,5.76681
1,1,2007,14,5.05909
1,1,2008,14,5.329
1,1,2009,14,3.30596
1,1,2010,14,2.35253
1,1,2011,14,3.93656
1,1,2012,14,4.6212
1,1,2013,14,1.84917
1,1,2014,14,2.73161
1,1,2015,14,4.91443
1,1,2016,14,2.77614
1,1,2017,14,3.6519
1,1,2018,14,4.28444
1,1,2019,14,4.82004
1,1,2020,14,6.2885
1,1,2021,14,2.89005
1,1,2022,14,6.17892
1,1,2023,14,5.79212
1,1,1952,15,6.08424
1,1,1953,15,6.08381
1,1,1954,15,6.08242
1,1,1955,15,6.07473
1,1,1956,15,6.06966
1,1,1957,15,6.06544
1,1,1958,15,6.05883
1,1,1959,15,6.04654
1,1,1960,15,6.03502
1,1,1961,15,6.02223
1,1,1962,15,6.00578
1,1,1963,15,5.97499
1,1,1964,15,5.94224
1,1,1965,15,5.91477
1,1,1966,15,5.8665
1,1,1967,15,5.82122
1,1,1968,15,5.7896
1,1,1969,15,5.73791
1,1,1970,15,5.69425
1,1,1971,15,5.64268
1,1,1972,15,5.57336
1,1,1973,15,5.49877
1,1,1974,15,5.43016
1,1,1975,15,5.35131
1,1,1976,15,5.30784
1,1,1977,15,5.25163
1,1,1978,15,5.23199
1,1,1979,15,5.21112
1,1,1980,15,5.2024
1,1,1981,15,5.18666
1,1,1982,15,5.17191
1,1,1983,15,5.15915
1,1,1984,15,5.12032
1,1,1985,15,5.11539
1,1,1986,15,5.10671
1,1,1987,15,5.09024
1,1,1988,15,5.05993
1,1,1989,15,5.00693
1,1,1990,15,4.93864
1,1,1991,15,4.87269
1,1,1992,15,4.79355
1,1,1993,15,4.72242
1,1,1994,15,4.68872
1,1,1995,15,4.66413
1,1,1996,15,4.66666
1,1,1997,15,4.6574
1,1,1998,15,4.52654
1,1,1999,15,4.86916
1,1,2000,15,4.33574
1,1,2001,15,4.01736
1,1,2002,15,4.29379
1,1,2003,15,4.54529
1,1,2004,15,4.7688
1,1,2005,15,6.9149
1,1,2006,15,3.81534
1,1,2007,15,4.74909
1,1,2008,15,4.1572
1,1,2009,15,4.36814
1,1,2010,15,2.70944
1,1,2011,15,1.92484
1,1,2012,15,3.21437
1,1,2013,15,3.7645
1,1,2014,15,1.5053
1,1,2015,15,2.21944
1,1,2016,15,3.98701
1,1,2017,15,2.2464
1,1,2018,15,2.95185
1,1,2019,15,3.46377
1,1,2020,15,3.89284
1,1,2021,15,5.11335
1,1,2022,15,2.34902
1,1,2023,15,5.02044
1,1,1952,16,5.06801
1,1,1953,16,5.06768
1,1,1954,16,5.06659
1,1,1955,16,5.06057
1,1,1956,16,5.05672
1,1,1957,16,5.05364
1,1,1958,16,5.04878
1,1,1959,16,5.0396
1,1,1960,16,5.03125
1,1,1961,16,5.02205
1,1,1962,16,5.01001
1,1,1963,16,4.98623
1,1,1964,16,4.96072
1,1,1965,16,4.93909
1,1,1966,16,4.90042
1,1,1967,16,4.86282
1,1,1968,16,4.83264
1,1,1969,16,4.78835
1,1,1970,16,4.75827
1,1,1971,16,4.7207
1,1,1972,16,4.66206
1,1,1973,16,4.5995
1,1,1974,16,4.54734
1,1,1975,16,4.48293
1,1,1976,16,4.44311
1,1,1977,16,4.39218
1,1,1978,16,4.37506
1,1,1979,16,4.35043
1,1,1980,16,4.32759
1,1,1981,16,4.31476
1,1,1982,16,4.2972
1,1,1983,16,4.28009
1,1,1984,16,4.28156
1,1,1985,16,4.24554
1,1,1986,16,4.23334
1,1,1987,16,4.23114
1,1,1988,16,4.21462
1,1,1989,16,4.17748
1,1,1990,16,4.13146
1,1,1991,16,4.08566
1,1,1992,16,4.03607
1,1,1993,16,3.96212
1,1,1994,16,3.91272
1,1,1995,16,3.88379
1,1,1996,16,3.87275
1,1,1997,16,3.85614
1,1,1998,16,3.81174
1,1,1999,16,3.69793
1,1,2000,16,3.9711
1,1,2001,16,3.53731
1,1,2002,16,3.27791
1,1,2003,16,3.49815
1,1,2004,16,3.7175
1,1,2005,16,3.90285
1,1,2006,16,5.66767
1,1,2007,16,3.14246
1,1,2008,16,3.9039
1,1,2009,16,3.40984
1,1,2010,16,3.58313
1,1,2011,16,2.21975
1,1,2012,16,1.57425
1,1,2013,16,2.62299
1,1,2014,16,3.06962
1,1,2015,16,1.22502
1,1,2016,16,1.80326
1,1,2017,16,3.2305
1,1,2018,16,1.81792
1,1,2019,16,2.3889
1,1,2020,16,2.79973
1,1,2021,16,3.16638
1,1,2022,16,4.15836
1,1,2023,16,1.9103
1,1,1952,17,4.22058
1,1,1953,17,4.22031
1,1,1954,17,4.21946
1,1,1955,17,4.21466
1,1,1956,17,4.21168
1,1,1957,17,4.20939
1,1,1958,17,4.20575
1,1,1959,17,4.19876
1,1,1960,17,4.1926
1,1,1961,17,4.18594
1,1,1962,17,4.17718
1,1,1963,17,4.15891
1,1,1964,17,4.13924
1,1,1965,17,4.1225
1,1,1966,17,4.09182
1,1,1967,17,4.06169
1,1,1968,17,4.03632
1,1,1969,17,3.99676
1,1,1970,17,3.97015
1,1,1971,17,3.94391
1,1,1972,17,3.89979
1,1,1973,17,3.84677
1,1,1974,17,3.80284
1,1,1975,17,3.75327
1,1,1976,17,3.72049
1,1,1977,17,3.67549
1,1,1978,17,3.65703
1,1,1979,17,3.63603
1,1,1980,17,3.61126
1,1,1981,17,3.58803
1,1,1982,17,3.57383
1,1,1983,17,3.55558
1,1,1984,17,3.55132
1,1,1985,17,3.54949
1,1,1986,17,3.51347
1,1,1987,17,3.50757
1,1,1988,17,3.50333
1,1,1989,17,3.47983
1,1,1990,17,3.44688
1,1,1991,17,3.41706
1,1,1992,17,3.38328
1,1,1993,17,3.33506
1,1,1994,17,3.28169
1,1,1995,17,3.24027
1,1,1996,17,3.22401
1,1,1997,17,3.20012
1,1,1998,17,3.157
1,1,1999,17,3.11492
1,1,2000,17,3.01688
1,1,2001,17,3.24077
1,1,2002,17,2.88677
1,1,2003,17,2.67131
1,1,2004,17,2.86157
1,1,2005,17,3.04256
1,1,2006,17,3.19879
1,1,2007,17,4.66738
1,1,2008,17,2.58322
1,1,2009,17,3.20271
1,1,2010,17,2.798
1,1,2011,17,2.93722
1,1,2012,17,1.81721
1,1,2013,17,1.28621
1,1,2014,17,2.14147
1,1,2015,17,2.5013
1,1,2016,17,0.996459
1,1,2017,17,1.46272
1,1,2018,17,2.61693
1,1,2019,17,1.47241
1,1,2020,17,1.93226
1,1,2021,17,2.27758
1,1,2022,17,2.57512
1,1,2023,17,3.38293
1,1,1952,18,3.51373
1,1,1953,18,3.51352
1,1,1954,18,3.51284
1,1,1955,18,3.50899
1,1,1956,18,3.50663
1,1,1957,18,3.50488
1,1,1958,18,3.50212
1,1,1959,18,3.49671
1,1,1960,18,3.49207
1,1,1961,18,3.48718
1,1,1962,18,3.48076
1,1,1963,18,3.46668
1,1,1964,18,3.45159
1,1,1965,18,3.43882
1,1,1966,18,3.41462
1,1,1967,18,3.39076
1,1,1968,18,3.37042
1,1,1969,18,3.33759
1,1,1970,18,3.31289
1,1,1971,18,3.28969
1,1,1972,18,3.25727
1,1,1973,18,3.21688
1,1,1974,18,3.17944
1,1,1975,18,3.13771
1,1,1976,18,3.11331
1,1,1977,18,3.07637
1,1,1978,18,3.0584
1,1,1979,18,3.03756
1,1,1980,18,3.0166
1,1,1981,18,2.99263
1,1,1982,18,2.97069
1,1,1983,18,2.95591
1,1,1984,18,2.94896
1,1,1985,18,2.9432
1,1,1986,18,2.9367
1,1,1987,18,2.9105
1,1,1988,18,2.90384
1,1,1989,18,2.89237
1,1,1990,18,2.87083
1,1,1991,18,2.85002
1,1,1992,18,2.82855
1,1,1993,18,2.7947
1,1,1994,18,2.76099
1,1,1995,18,2.71658
1,1,1996,18,2.68864
1,1,1997,18,2.6634
1,1,1998,18,2.62002
1,1,1999,18,2.58007
1,1,2000,18,2.54134
1,1,2001,18,2.46216
1,1,2002,18,2.64475
1,1,2003,18,2.35256
1,1,2004,18,2.1851
1,1,2005,18,2.34181
1,1,2006,18,2.49321
1,1,2007,18,2.63335
1,1,2008,18,3.83604
1,1,2009,18,2.11913
1,1,2010,18,2.62812
1,1,2011,18,2.294
1,1,2012,18,2.40552
1,1,2013,18,1.48579
1,1,2014,18,1.05105
1,1,2015,18,1.7467
1,1,2016,18,2.03661
1,1,2017,18,0.809014
1,1,2018,18,1.18596
1,1,2019,18,2.12113
1,1,2020,18,1.19164
1,1,2021,18,1.57225
1,1,2022,18,1.85222
1,1,2023,18,2.09483
1,1,1952,19,17.1602
1,1,1953,19,17.1593
1,1,1954,19,17.1562
1,1,1955,19,17.1386
1,1,1956,19,17.1282
1,1,1957,19,17.1212
1,1,1958,19,17.1102
1,1,1959,19,17.0876
1,1,1960,19,17.0698
1,1,1961,19,17.0523
1,1,1962,19,17.0298
1,1,1963,19,16.9735
1,1,1964,19,16.9155
1,1,1965,19,16.8712
1,1,1966,19,16.7756
1,1,1967,19,16.6836
1,1,1968,19,16.6088
1,1,1969,19,16.4746
1,1,1970,19,16.3737
1,1,1971,19,16.2637
1,1,1972,19,16.1028
1,1,1973,19,15.9226
1,1,1974,19,15.7707
1,1,1975,19,15.5864
1,1,1976,19,15.477
1,1,1977,19,15.3185
1,1,1978,19,15.2472
1,1,1979,19,15.1459
1,1,1980,19,15.0277
1,1,1981,19,14.8957
1,1,1982,19,14.7542
1,1,1983,19,14.6053
1,1,1984,19,14.5086
1,1,1985,19,14.4135
1,1,1986,19,14.3089
1,1,1987,19,14.2351
1,1,1988,19,14.1463
1,1,1989,19,14.0335
1,1,1990,19,13.9216
1,1,1991,19,13.8416
1,1,1992,19,13.7735
1,1,1993,19,13.6706
1,1,1994,19,13.5854
1,1,1995,19,13.4852
1,1,1996,19,13.3948
1,1,1997,19,13.2408
1,1,1998,19,12.981
1,1,1999,19,12.7114
1,1,2000,19,12.439
1,1,2001,19,12.1898
1,1,2002,19,11.9221
1,1,2003,19,11.8379
1,1,2004,19,11.5742
1,1,2005,19,11.227
1,1,2006,19,11.0863
1,1,2007,19,11.1448
1,1,2008,19,11.2931
1,1,2009,19,12.3834
1,1,2010,19,11.8749
1,1,2011,19,11.8656
1,1,2012,19,11.5745
1,1,2013,19,11.4124
1,1,2014,19,10.5273
1,1,2015,19,9.43644
1,1,2016,19,9.10214
1,1,2017,19,9.04419
1,1,2018,19,7.99185
1,1,2019,19,7.44186
1,1,2020,19,7.74224
1,1,2021,19,7.26851
1,1,2022,19,7.18619
1,1,2023,19,7.34705
1,2,1952,0,229.834
1,2,1953,0,229.853
1,2,1954,0,229.85
1,2,1955,0,229.826
1,2,1956,0,229.789
1,2,1957,0,229.759
1,2,1958,0,229.74
1,2,1959,0,229.705
1,2,1960,0,229.665
1,2,1961,0,229.64
1,2,1962,0,229.598
1,2,1963,0,229.558
1,2,1964,0,229.505
1,2,1965,0,229.486
1,2,1966,0,229.419
1,2,1967,0,229.339
1,2,1968,0,229.275
1,2,1969,0,227.709
1,2,1970,0,227.286
1,2,1971,0,226.81
1,2,1972,0,226.119
1,2,1973,0,225.352
1,2,1974,0,224.539
1,2,1975,0,223.632
1,2,1976,0,222.547
1,2,1977,0,221.178
1,2,1978,0,219.73
1,2,1979,0,218.538
1,2,1980,0,217.24
1,2,1981,0,216.833
1,2,1982,0,217.514
1,2,1983,0,215.08
1,2,1984,0,235.115
1,2,1985,0,212.937
1,2,1986,0,201.003
1,2,1987,0,218.723
1,2,1988,0,236.813
1,2,1989,0,254.999
1,2,1990,0,381.752
1,2,1991,0,217.872
1,2,1992,0,279.728
1,2,1993,0,253.232
1,2,1994,0,276.045
1,2,1995,0,177.2
1,2,1996,0,129.215
1,2,1997,0,219.433
1,2,1998,0,259.472
1,2,1999,0,103.794
1,2,2000,0,152.431
1,2,2001,0,270.702
1,2,2002,0,150.606
1,2,2003,0,195.935
1,2,2004,0,227.986
1,2,2005,0,254.769
1,2,2006,0,332.427
1,2,2007,0,153.312
1,2,2008,0,330.79
1,2,2009,0,313.221
1,2,2010,0,292.31
1,2,2011,0,209.82
1,2,2012,0,243.586
1,2,2013,0,202.18
1,2,2014,0,77.6231
1,2,2015,0,166.342
1,2,2016,0,90.7068
1,2,2017,0,147.655
1,2,2018,0,151.813
1,2,2019,0,299.359
1,2,2020,0,183.976
1,2,2021,0,106.345
1,2,2022,0,215.241
1,2,2023,0,215.397
1,2,1952,1,131.819
1,2,1953,1,131.807
1,2,1954,1,131.811
1,2,1955,1,131.734
1,2,1956,1,131.788
1,2,1957,1,131.765
1,2,1958,1,131.703
1,2,1959,1,131.677
1,2,1960,1,131.695
1,2,1961,1,131.672
1,2,1962,1,131.611
1,2,1963,1,131.58
1,2,1964,1,131.53
1,2,1965,1,131.566
1,2,1966,1,131.425
1,2,1967,1,131.398
1,2,1968,1,131.419
1,2,1969,1,131.286
1,2,1970,1,130.472
1,2,1971,1,130.157
1,2,1972,1,129.803
1,2,1973,1,129.482
1,2,1974,1,129.05
1,2,1975,1,128.479
1,2,1976,1,128.134
1,2,1977,1,127.367
1,2,1978,1,126.778
1,2,1979,1,125.894
1,2,1980,1,125.133
1,2,1981,1,124.277
1,2,1982,1,124.019
1,2,1983,1,124.441
1,2,1984,1,123.209
1,2,1985,1,134.54
1,2,1986,1,121.867
1,2,1987,1,115.124
1,2,1988,1,125.252
1,2,1989,1,135.592
1,2,1990,1,145.996
1,2,1991,1,218.529
1,2,1992,1,124.827
1,2,1993,1,160.266
1,2,1994,1,145.106
1,2,1995,1,158.145
1,2,1996,1,101.546
1,2,1997,1,73.9669
1,2,1998,1,125.377
1,2,1999,1,148.195
1,2,2000,1,59.2225
1,2,2001,1,87.0236
1,2,2002,1,154.411
1,2,2003,1,85.9083
1,2,2004,1,111.922
1,2,2005,1,130.218
1,2,2006,1,145.533
1,2,2007,1,190.152
1,2,2008,1,87.7099
1,2,2009,1,189.116
1,2,2010,1,179.028
1,2,2011,1,167.052
1,2,2012,1,119.701
1,2,2013,1,139.156
1,2,2014,1,115.487
1,2,2015,1,44.3762
1,2,2016,1,95.0416
1,2,2017,1,51.8333
1,2,2018,1,84.3219
1,2,2019,1,86.675
1,2,2020,1,171.066
1,2,2021,1,105.282
1,2,2022,1,60.8487
1,2,2023,1,123.037
1,2,1952,2,93.7741
1,2,1953,2,93.7441
1,2,1954,2,93.6999
1,2,1955,2,93.4386
1,2,1956,2,93.5602
1,2,1957,2,93.642
1,2,1958,2,93.5323
1,2,1959,2,93.3339
1,2,1960,2,93.4391
1,2,1961,2,93.4743
1,2,1962,2,93.3332
1,2,1963,2,93.0683
1,2,1964,2,92.9447
1,2,1965,2,93.1821
1,2,1966,2,92.4085
1,2,1967,2,92.3614
1,2,1968,2,92.7314
1,2,1969,2,91.9163
1,2,1970,2,92.4244
1,2,1971,2,91.7035
1,2,1972,2,90.8666
1,2,1973,2,90.7317
1,2,1974,2,90.5752
1,2,1975,2,89.8612
1,2,1976,2,90.473
1,2,1977,2,89.4124
1,2,1978,2,90.2079
1,2,1979,2,89.3832
1,2,1980,2,88.392
1,2,1981,2,87.499
1,2,1982,2,86.7407
1,2,1983,2,86.4726
1,2,1984,2,87.4298
1,2,1985,2,86.2277
1,2,1986,2,93.8349
1,2,1987,2,85.3721
1,2,1988,2,80.5974
1,2,1989,2,87.2587
1,2,1990,2,94.5322
1,2,1991,2,102.187
1,2,1992,2,153.247
1,2,1993,2,87.2965
1,2,1994,2,112.513
1,2,1995,2,101.564
1,2,1996,2,111.169
1,2,1997,2,70.6601
1,2,1998,2,50.5962
1,2,1999,2,85.5564
1,2,2000,2,100.616
1,2,2001,2,40.2745
1,2,2002,2,59.0277
1,2,2003,2,104.547
1,2,2004,2,58.5847
1,2,2005,2,76.3757
1,2,2006,2,89.2718
1,2,2007,2,101.026
1,2,2008,2,132.066
1,2,2009,2,60.7549
1,2,2010,2,131.007
1,2,2011,2,123.96
1,2,2012,2,115.11
1,2,2013,2,82.645
1,2,2014,2,96.1801
1,2,2015,2,79.9226
1,2,2016,2,30.6672
1,2,2017,2,65.6411
1,2,2018,2,35.6454
1,2,2019,2,57.8851
1,2,2020,2,59.4822
1,2,2021,2,119.136
1,2,2022,2,73.3201
1,2,2023,2,42.1577
1,2,1952,3,71.091
1,2,1953,3,71.0588
1,2,1954,3,70.9971
1,2,1955,3,70.7055
1,2,1956,3,70.6855
1,2,1957,3,70.8161
1,2,1958,3,70.7881
1,2,1959,3,70.5477
1,2,1960,3,70.5276
1,2,1961,3,70.6265
1,2,1962,3,70.5151
1,2,1963,3,70.1568
1,2,1964,3,69.8892
1,2,1965,3,70.0698
1,2,1966,3,69.4257
1,2,1967,3,68.928
1,2,1968,3,69.2883
1,2,1969,3,68.6571
1,2,1970,3,68.7116
1,2,1971,3,68.9727
1,2,1972,3,67.7524
1,2,1973,3,67.2363
1,2,1974,3,67.1612
1,2,1975,3,66.7107
1,2,1976,3,67.2215
1,2,1977,3,66.823
1,2,1978,3,67.4138
1,2,1979,3,67.5075
1,2,1980,3,66.5013
1,2,1981,3,65.4572
1,2,1982,3,64.5587
1,2,1983,3,63.9577
1,2,1984,3,64.4164
1,2,1985,3,64.8473
1,2,1986,3,63.6019
1,2,1987,3,69.6221
1,2,1988,3,63.2861
1,2,1989,3,59.2118
1,2,1990,3,64.2364
1,2,1991,3,70.097
1,2,1992,3,75.9007
1,2,1993,3,113.219
1,2,1994,3,64.8473
1,2,1995,3,83.1498
1,2,1996,3,75.6024
1,2,1997,3,81.5266
1,2,1998,3,50.5127
1,2,1999,3,36.0518
1,2,2000,3,60.5715
1,2,2001,3,71.1429
1,2,2002,3,28.4325
1,2,2003,3,41.4372
1,2,2004,3,74.0096
1,2,2005,3,41.629
1,2,2006,3,54.5864
1,2,2007,3,64.9653
1,2,2008,3,73.4181
1,2,2009,3,95.7896
1,2,2010,3,44.1509
1,2,2011,3,95.1004
1,2,2012,3,89.4699
1,2,2013,3,83.1036
1,2,2014,3,59.8382
1,2,2015,3,69.6247
1,2,2016,3,57.8084
1,2,2017,3,22.1399
1,2,2018,3,47.1163
1,2,2019,3,25.4898
1,2,2020,3,41.3089
1,2,2021,3,43.4763
1,2,2022,3,87.12
1,2,2023,3,53.2603
1,2,1952,4,55.4561
1,2,1953,4,55.4304
1,2,1954,4,55.3728
1,2,1955,4,55.1206
1,2,1956,4,55.0359
1,2,1957,4,55.0537
1,2,1958,4,55.08
1,2,1959,4,54.9304
1,2,1960,4,54.8504
1,2,1961,4,54.8506
1,2,1962,4,54.815
1,2,1963,4,54.5114
1,2,1964,4,54.2004
1,2,1965,4,54.219
1,2,1966,4,53.7117
1,2,1967,4,53.2826
1,2,1968,4,53.2336
1,2,1969,4,52.7834
1,2,1970,4,52.8182
1,2,1971,4,52.8021
1,2,1972,4,52.4294
1,2,1973,4,51.5762
1,2,1974,4,51.2342
1,2,1975,4,50.9317
1,2,1976,4,51.4038
1,2,1977,4,51.1268
1,2,1978,4,51.8661
1,2,1979,4,51.9382
1,2,1980,4,51.6572
1,2,1981,4,50.6622
1,2,1982,4,49.6673
1,2,1983,4,48.9738
1,2,1984,4,49.0397
1,2,1985,4,49.1974
1,2,1986,4,49.2175
1,2,1987,4,48.5623
1,2,1988,4,53.1174
1,2,1989,4,47.8102
1,2,1990,4,44.8225
1,2,1991,4,49.011
1,2,1992,4,53.5738
1,2,1993,4,57.6672
1,2,1994,4,86.5238
1,2,1995,4,49.3099
1,2,1996,4,63.68
1,2,1997,4,57.0126
1,2,1998,4,59.8433
1,2,1999,4,36.9882
1,2,2000,4,26.2533
1,2,2001,4,44.0164
1,2,2002,4,51.6116
1,2,2003,4,20.4855
1,2,2004,4,30.0979
1,2,2005,4,53.9756
1,2,2006,4,30.4891
1,2,2007,4,40.7215
1,2,2008,4,48.328
1,2,2009,4,54.4157
1,2,2010,4,71.2114
1,2,2011,4,32.8107
1,2,2012,4,70.2815
1,2,2013,4,66.1232
1,2,2014,4,61.5992
1,2,2015,4,44.3285
1,2,2016,4,51.5295
1,2,2017,4,42.6531
1,2,2018,4,16.2445
1,2,2019,4,34.4495
1,2,2020,4,18.5853
1,2,2021,4,30.8815
1,2,2022,4,32.5351
1,2,2023,4,64.7774
1,2,1952,5,43.8734
1,2,1953,5,43.8544
1,2,1954,5,43.8087
1,2,1955,5,43.6051
1,2,1956,5,43.5146
1,2,1957,5,43.476
1,2,1958,5,43.4351
1,2,1959,5,43.3507
1,2,1960,5,43.3135
1,2,1961,5,43.2644
1,2,1962,5,43.1839
1,2,1963,5,42.9735
1,2,1964,5,42.7122
1,2,1965,5,42.6492
1,2,1966,5,42.1667
1,2,1967,5,41.8222
1,2,1968,5,41.7468
1,2,1969,5,41.1576
1,2,1970,5,41.205
1,2,1971,5,41.1882
1,2,1972,5,40.7463
1,2,1973,5,40.4875
1,2,1974,5,39.8889
1,2,1975,5,39.4486
1,2,1976,5,39.8528
1,2,1977,5,39.7024
1,2,1978,5,40.2957
1,2,1979,5,40.5567
1,2,1980,5,40.3494
1,2,1981,5,39.9333
1,2,1982,5,39.0161
1,2,1983,5,38.2313
1,2,1984,5,38.1069
1,2,1985,5,38.0257
1,2,1986,5,37.914
1,2,1987,5,38.1379
1,2,1988,5,37.5998
1,2,1989,5,40.7281
1,2,1990,5,36.715
1,2,1991,5,34.7002
1,2,1992,5,38.0145
1,2,1993,5,41.2978
1,2,1994,5,44.7152
1,2,1995,5,66.7849
1,2,1996,5,38.3323
1,2,1997,5,48.7277
1,2,1998,5,42.4495
1,2,1999,5,44.4372
1,2,2000,5,27.3497
1,2,2001,5,19.3937
1,2,2002,5,32.452
1,2,2003,5,37.7792
1,2,2004,5,15.1088
1,2,2005,5,22.2776
1,2,2006,5,40.0916
1,2,2007,5,23.0393
1,2,2008,5,30.6746
1,2,2009,5,36.2293
1,2,2010,5,40.8722
1,2,2011,5,53.5165
1,2,2012,5,24.5573
1,2,2013,5,52.6008
1,2,2014,5,49.6367
1,2,2015,5,46.1905
1,2,2016,5,33.2069
1,2,2017,5,38.4571
1,2,2018,5,31.6391
1,2,2019,5,12.0159
1,2,2020,5,25.4058
1,2,2021,5,14.0421
1,2,2022,5,23.3555
1,2,2023,5,24.4711
1,2,1952,6,34.9539
1,2,1953,6,34.9401
1,2,1954,6,34.9054
1,2,1955,6,34.7461
1,2,1956,6,34.6668
1,2,1957,6,34.6189
1,2,1958,6,34.5475
1,2,1959,6,34.4324
1,2,1960,6,34.424
1,2,1961,6,34.4053
1,2,1962,6,34.3098
1,2,1963,6,34.0978
1,2,1964,6,33.9106
1,2,1965,6,33.8465
1,2,1966,6,33.4107
1,2,1967,6,33.0758
1,2,1968,6,33.0058
1,2,1969,6,32.5155
1,2,1970,6,32.3744
1,2,1971,6,32.3735
1,2,1972,6,32.027
1,2,1973,6,31.7038
1,2,1974,6,31.5501
1,2,1975,6,30.9459
1,2,1976,6,31.1151
1,2,1977,6,31.0347
1,2,1978,6,31.5479
1,2,1979,6,31.7666
1,2,1980,6,31.7584
1,2,1981,6,31.4464
1,2,1982,6,30.9955
1,2,1983,6,30.2577
1,2,1984,6,29.9682
1,2,1985,6,29.7785
1,2,1986,6,29.5393
1,2,1987,6,29.614
1,2,1988,6,29.7524
1,2,1989,6,29.0555
1,2,1990,6,31.5176
1,2,1991,6,28.6355
1,2,1992,6,27.1166
1,2,1993,6,29.5273
1,2,1994,6,32.2671
1,2,1995,6,34.7806
1,2,1996,6,52.326
1,2,1997,6,29.5623
1,2,1998,6,36.5545
1,2,1999,6,31.748
1,2,2000,6,33.103
1,2,2001,6,20.3797
1,2,2002,6,14.4387
1,2,2003,6,23.9781
1,2,2004,6,28.13
1,2,2005,6,11.2789
1,2,2006,6,16.685
1,2,2007,6,30.5248
1,2,2008,6,17.4749
1,2,2009,6,23.146
1,2,2010,6,27.3677
1,2,2011,6,30.864
1,2,2012,6,40.3029
1,2,2013,6,18.5005
1,2,2014,6,39.7527
1,2,2015,6,37.4633
1,2,2016,6,34.8291
1,2,2017,6,24.9348
1,2,2018,6,28.6966
1,2,2019,6,23.5435
1,2,2020,6,8.91261
1,2,2021,6,19.2969
1,2,2022,6,10.6708
1,2,2023,6,17.6574
1,2,1952,7,27.9374
1,2,1953,7,27.9273
1,2,1954,7,27.9011
1,2,1955,7,27.7773
1,2,1956,7,27.7132
1,2,1957,7,27.6701
1,2,1958,7,27.6015
1,2,1959,7,27.4791
1,2,1960,7,27.4326
1,2,1961,7,27.4331
1,2,1962,7,27.377
1,2,1963,7,27.1819
1,2,1964,7,26.9961
1,2,1965,7,26.958
1,2,1966,7,26.6036
1,2,1967,7,26.2973
1,2,1968,7,26.1927
1,2,1969,7,25.7978
1,2,1970,7,25.6647
1,2,1971,7,25.529
1,2,1972,7,25.2667
1,2,1973,7,25.0052
1,2,1974,7,24.8017
1,2,1975,7,24.5623
1,2,1976,7,24.4978
1,2,1977,7,24.3318
1,2,1978,7,24.765
1,2,1979,7,24.9757
1,2,1980,7,24.9844
1,2,1981,7,24.8522
1,2,1982,7,24.5155
1,2,1983,7,24.123
1,2,1984,7,23.7996
1,2,1985,7,23.504
1,2,1986,7,23.222
1,2,1987,7,23.1636
1,2,1988,7,23.1941
1,2,1989,7,23.0812
1,2,1990,7,22.5718
1,2,1991,7,24.6762
1,2,1992,7,22.4562
1,2,1993,7,21.1395
1,2,1994,7,23.1607
1,2,1995,7,25.1962
1,2,1996,7,27.3546
1,2,1997,7,40.5163
1,2,1998,7,22.2665
1,2,1999,7,27.4375
1,2,2000,7,23.7387
1,2,2001,7,24.7644
1,2,2002,7,15.251
1,2,2003,7,10.7308
1,2,2004,7,17.96
1,2,2005,7,21.115
1,2,2006,7,8.49034
1,2,2007,7,12.7624
1,2,2008,7,23.254
1,2,2009,7,13.2358
1,2,2010,7,17.5455
1,2,2011,7,20.7224
1,2,2012,7,23.2993
1,2,2013,7,30.4438
1,2,2014,7,14.027
1,2,2015,7,30.0998
1,2,2016,7,28.3478
1,2,2017,7,26.2375
1,2,2018,7,18.666
1,2,2019,7,21.4269
1,2,2020,7,17.5109
1,2,2021,7,6.78509
1,2,2022,7,14.6968
1,2,2023,7,8.08398
1,2,1952,8,22.3534
1,2,1953,8,22.3459
1,2,1954,8,22.326
1,2,1955,8,22.2295
1,2,1956,8,22.179
1,2,1957,8,22.1445
1,2,1958,8,22.0872
1,2,1959,8,21.9806
