area,sex,year,age,f
2,2,1983,1,0.00331524999999999
2,2,1984,1,0.0041215
2,2,1985,1,0.00607150000000001
2,2,1986,1,0.00557475000000002
2,2,1987,1,0.00586025000000001
2,2,1988,1,0.01076225
2,2,1989,1,0.00719000000000003
2,2,1990,1,0.00737650000000001
2,2,1991,1,0.00558075000000002
2,2,1992,1,0.00691724999999999
2,2,1993,1,0.00644024999999998
2,2,1994,1,0.010085
2,2,1995,1,0.00759100000000001
2,2,1996,1,0.00874549999999996
2,2,1997,1,0.00811375000000003
2,2,1998,1,0.0166405
2,2,1999,1,0.020131
2,2,2000,1,0.023357
2,2,2001,1,0.03215525
2,2,2002,1,0.04129075
2,2,2003,1,0.03715
2,2,2004,1,0.050478
2,2,2005,1,0.033317
2,2,2006,1,0.05301625
2,2,2007,1,0.04737075
2,2,2008,1,0.047826
2,2,2009,1,0.04763375
2,2,2010,1,0.0343375
2,2,2011,1,0.048764
2,2,2012,1,0.04857575
2,2,2013,1,0.05014125
2,2,2014,1,0.0603715
2,2,2015,1,0.06548575
2,2,2016,1,0.0592555
2,2,2017,1,0.06156
2,2,2018,1,0.07227775
2,2,2019,1,0.05404025
2,2,2020,1,0.039358
2,2,2021,1,0.039071
2,2,2022,1,0.042176
2,2,2023,1,0.03856075
2,2,1952,2,4.24999999998343e-06
2,2,1953,2,2.000000000002e-05
2,2,1954,2,0.000852249999999999
2,2,1955,2,0.00327949999999999
2,2,1956,2,0.00283325000000001
2,2,1957,2,0.00165124999999999
2,2,1958,2,0.00273499999999999
2,2,1959,2,0.00427850000000002
2,2,1960,2,0.0025
2,2,1961,2,0.00453549999999997
2,2,1962,2,0.00220999999999999
2,2,1963,2,0.00485075000000001
2,2,1964,2,0.00194074999999999
2,2,1965,2,0.00283675
2,2,1966,2,0.00472850000000002
2,2,1967,2,0.00515824999999998
2,2,1968,2,0.00335075000000001
2,2,1969,2,0.00415474999999998
2,2,1970,2,0.00294575000000002
2,2,1971,2,0.00486300000000001
2,2,1972,2,0.00536124999999998
2,2,1973,2,0.00316875
2,2,1974,2,0.00505974999999997
2,2,1975,2,0.00617875000000001
2,2,1976,2,0.00895899999999999
2,2,1977,2,0.00521375000000002
2,2,1978,2,0.00411925000000002
2,2,1979,2,0.00960125000000001
2,2,1980,2,0.00969900000000001
2,2,1981,2,0.01241075
2,2,1982,2,0.01050975
2,2,1983,2,0.00699299999999997
2,2,1984,2,0.00802075000000002
2,2,1985,2,0.010803
2,2,1986,2,0.012019
2,2,1987,2,0.0119815
2,2,1988,2,0.02005675
2,2,1989,2,0.0133175
2,2,1990,2,0.0133015
2,2,1991,2,0.010206
2,2,1992,2,0.01206125
2,2,1993,2,0.010525
2,2,1994,2,0.01693675
2,2,1995,2,0.0121635
2,2,1996,2,0.0149455
2,2,1997,2,0.014158
2,2,1998,2,0.02732625
2,2,1999,2,0.03350325
2,2,2000,2,0.0420535
2,2,2001,2,0.05792
2,2,2002,2,0.06844325
2,2,2003,2,0.068799
2,2,2004,2,0.0899885
2,2,2005,2,0.06498275
2,2,2006,2,0.10214475
2,2,2007,2,0.10246925
2,2,2008,2,0.09197475
2,2,2009,2,0.08253825
2,2,2010,2,0.0630555
2,2,2011,2,0.08514575
2,2,2012,2,0.087633
2,2,2013,2,0.0882535
2,2,2014,2,0.103022
2,2,2015,2,0.112674
2,2,2016,2,0.09702275
2,2,2017,2,0.0997465
2,2,2018,2,0.12172425
2,2,2019,2,0.090981
2,2,2020,2,0.0749935
2,2,2021,2,0.07244175
2,2,2022,2,0.07345025
2,2,2023,2,0.0720055
2,2,1952,3,4.24999999998343e-06
2,2,1953,3,2.09999999999932e-05
2,2,1954,3,0.00104224999999997
2,2,1955,3,0.00415074999999998
2,2,1956,3,0.0035
2,2,1957,3,0.00186599999999998
2,2,1958,3,0.00326774999999996
2,2,1959,3,0.00528824999999999
2,2,1960,3,0.00313999999999998
2,2,1961,3,0.00562374999999998
2,2,1962,3,0.00253474999999997
2,2,1963,3,0.00559824999999997
2,2,1964,3,0.00227749999999999
2,2,1965,3,0.00329774999999999
2,2,1966,3,0.00583675
2,2,1967,3,0.00638899999999998
2,2,1968,3,0.00427149999999998
2,2,1969,3,0.00565074999999998
2,2,1970,3,0.00390425
2,2,1971,3,0.00711149999999999
2,2,1972,3,0.00752524999999998
2,2,1973,3,0.00435524999999998
2,2,1974,3,0.00671949999999999
2,2,1975,3,0.00741849999999999
2,2,1976,3,0.01108975
2,2,1977,3,0.00635849999999999
2,2,1978,3,0.00460674999999999
2,2,1979,3,0.011587
2,2,1980,3,0.01173075
2,2,1981,3,0.01596075
2,2,1982,3,0.01391425
2,2,1983,3,0.00898874999999999
2,2,1984,3,0.00989449999999997
2,2,1985,3,0.01260025
2,2,1986,3,0.015504
2,2,1987,3,0.0152195
2,2,1988,3,0.02416725
2,2,1989,3,0.0156975
2,2,1990,3,0.01556925
2,2,1991,3,0.0121065
2,2,1992,3,0.0142099999999999
2,2,1993,3,0.0116815
2,2,1994,3,0.01909975
2,2,1995,3,0.01343825
2,2,1996,3,0.01659325
2,2,1997,3,0.0159345
2,2,1998,3,0.029768
2,2,1999,3,0.03617125
2,2,2000,3,0.04671475
2,2,2001,3,0.06421925
2,2,2002,3,0.07460425
2,2,2003,3,0.07966075
2,2,2004,3,0.10251375
2,2,2005,3,0.07827075
2,2,2006,3,0.121914
2,2,2007,3,0.129391
2,2,2008,3,0.11090625
2,2,2009,3,0.093933
2,2,2010,3,0.07283575
2,2,2011,3,0.09605475
2,2,2012,3,0.10083275
2,2,2013,3,0.1005015
2,2,2014,3,0.115704
2,2,2015,3,0.1274375
2,2,2016,3,0.107105
2,2,2017,3,0.1098875
2,2,2018,3,0.13574625
2,2,2019,3,0.1029975
2,2,2020,3,0.09026875
2,2,2021,3,0.085328
2,2,2022,3,0.08512975
2,2,2023,3,0.08592325
2,2,1952,4,4.000000000004e-06
2,2,1953,4,1.99999999999645e-05
2,2,1954,4,0.00107749999999995
2,2,1955,4,0.00431674999999998
2,2,1956,4,0.00363174999999999
2,2,1957,4,0.00183875
2,2,1958,4,0.00331925
2,2,1959,4,0.005409
2,2,1960,4,0.00326274999999998
2,2,1961,4,0.0058145
2,2,1962,4,0.00254425000000003
2,2,1963,4,0.0055615
2,2,1964,4,0.00227349999999998
2,2,1965,4,0.00328824999999999
2,2,1966,4,0.00599925000000001
2,2,1967,4,0.00662599999999997
2,2,1968,4,0.00449924999999995
2,2,1969,4,0.00623825
2,2,1970,4,0.00422875
2,2,1971,4,0.00830599999999998
2,2,1972,4,0.00855724999999996
2,2,1973,4,0.00469900000000001
2,2,1974,4,0.00717625
2,2,1975,4,0.00758524999999999
2,2,1976,4,0.01150925
2,2,1977,4,0.00649924999999996
2,2,1978,4,0.00448375000000001
2,2,1979,4,0.0118465
2,2,1980,4,0.01203625
2,2,1981,4,0.016945
2,2,1982,4,0.0148175
2,2,1983,4,0.00944774999999998
2,2,1984,4,0.0102705
2,2,1985,4,0.01258025
2,2,1986,4,0.0162565
2,2,1987,4,0.01584625
2,2,1988,4,0.02450525
2,2,1989,4,0.0156725
2,2,1990,4,0.0156115
2,2,1991,4,0.012222
2,2,1992,4,0.01441625
2,2,1993,4,0.01136125
2,2,1994,4,0.01875
2,2,1995,4,0.0130845
2,2,1996,4,0.01615025
2,2,1997,4,0.01566725
2,2,1998,4,0.028984
2,2,1999,4,0.03501925
2,2,2000,4,0.0455305
2,2,2001,4,0.06306275
2,2,2002,4,0.0726545
2,2,2003,4,0.0799165
2,2,2004,4,0.101786
2,2,2005,4,0.07977425
2,2,2006,4,0.124323
2,2,2007,4,0.1350395
2,2,2008,4,0.1128
2,2,2009,4,0.09290675
2,2,2010,4,0.072693
2,2,2011,4,0.0949555
2,2,2012,4,0.100402
2,2,2013,4,0.09975375
2,2,2014,4,0.11379875
2,2,2015,4,0.12611775
2,2,2016,4,0.10476675
2,2,2017,4,0.106934
2,2,2018,4,0.132815
2,2,2019,4,0.10170525
2,2,2020,4,0.0917775
2,2,2021,4,0.08618
2,2,2022,4,0.085147
2,2,2023,4,0.087118
2,2,1952,5,3.49999999998962e-06
2,2,1953,5,1.84999999999769e-05
2,2,1954,5,0.00106799999999996
2,2,1955,5,0.00425099999999995
2,2,1956,5,0.003606
2,2,1957,5,0.00175324999999998
2,2,1958,5,0.00323649999999998
2,2,1959,5,0.00526849999999995
2,2,1960,5,0.00322774999999997
2,2,1961,5,0.00573474999999996
2,2,1962,5,0.00247799999999998
2,2,1963,5,0.00531724999999994
2,2,1964,5,0.00217674999999995
2,2,1965,5,0.00315599999999994
2,2,1966,5,0.00587974999999996
2,2,1967,5,0.00655699999999998
2,2,1968,5,0.00451449999999998
2,2,1969,5,0.00651924999999998
2,2,1970,5,0.00433974999999998
2,2,1971,5,0.00910250000000001
2,2,1972,5,0.00919074999999997
2,2,1973,5,0.00474225
2,2,1974,5,0.00721525000000001
2,2,1975,5,0.00742725
2,2,1976,5,0.01139725
2,2,1977,5,0.00632974999999997
2,2,1978,5,0.00421249999999995
2,2,1979,5,0.0116
2,2,1980,5,0.0118455
2,2,1981,5,0.01707725
2,2,1982,5,0.01485075
2,2,1983,5,0.00938874999999995
2,2,1984,5,0.01018675
2,2,1985,5,0.01206075
2,2,1986,5,0.01608325
2,2,1987,5,0.0155925
2,2,1988,5,0.0237065
2,2,1989,5,0.01497125
2,2,1990,5,0.0150465
2,2,1991,5,0.01182525
2,2,1992,5,0.0140665
2,2,1993,5,0.0106845
2,2,1994,5,0.0177625
2,2,1995,5,0.0123425
2,2,1996,5,0.015235
2,2,1997,5,0.01490325
2,2,1998,5,0.027539
2,2,1999,5,0.03315225
2,2,2000,5,0.0430665
2,2,2001,5,0.06032625
2,2,2002,5,0.06907625
2,2,2003,5,0.0774195
2,2,2004,5,0.09778125
2,2,2005,5,0.0777385
2,2,2006,5,0.121679
2,2,2007,5,0.133666
2,2,2008,5,0.10943375
2,2,2009,5,0.08865925
2,2,2010,5,0.0699475
2,2,2011,5,0.09092075
2,2,2012,5,0.096396
2,2,2013,5,0.095762
2,2,2014,5,0.108376
2,2,2015,5,0.1207775
2,2,2016,5,0.0996825
2,2,2017,5,0.1009995
2,2,2018,5,0.1259165
2,2,2019,5,0.0970445
2,2,2020,5,0.0891445
2,2,2021,5,0.0836725
2,2,2022,5,0.08194325
2,2,2023,5,0.0845232499999999
2,2,1952,6,3.24999999995468e-06
2,2,1953,6,1.69999999999337e-05
2,2,1954,6,0.00105149999999998
2,2,1955,6,0.00415024999999997
2,2,1956,6,0.00355524999999995
2,2,1957,6,0.00167124999999996
2,2,1958,6,0.00314199999999998
2,2,1959,6,0.00509999999999999
2,2,1960,6,0.00316824999999998
2,2,1961,6,0.00561649999999997
2,2,1962,6,0.00241324999999998
2,2,1963,6,0.00507549999999996
2,2,1964,6,0.00207899999999994
2,2,1965,6,0.00302374999999999
2,2,1966,6,0.00572749999999994
2,2,1967,6,0.00644599999999995
2,2,1968,6,0.00449399999999994
2,2,1969,6,0.00671449999999996
2,2,1970,6,0.00440074999999995
2,2,1971,6,0.00974024999999995
2,2,1972,6,0.00968449999999998
2,2,1973,6,0.00472049999999996
2,2,1974,6,0.00717199999999996
2,2,1975,6,0.00724324999999998
2,2,1976,6,0.0112159999999999
2,2,1977,6,0.00613199999999997
2,2,1978,6,0.00395999999999996
2,2,1979,6,0.0113084999999999
2,2,1980,6,0.011607
2,2,1981,6,0.01704925
2,2,1982,6,0.014717
2,2,1983,6,0.00924349999999996
2,2,1984,6,0.010043
2,2,1985,6,0.0115375
2,2,1986,6,0.0157605
2,2,1987,6,0.01521025
2,2,1988,6,0.0228265
2,2,1989,6,0.0142575
2,2,1990,6,0.0144645
2,2,1991,6,0.0114015
2,2,1992,6,0.01369025
2,2,1993,6,0.010056
2,2,1994,6,0.0168219999999999
2,2,1995,6,0.011657
2,2,1996,6,0.01438525
2,2,1997,6,0.01417175
2,2,1998,6,0.0262169999999999
2,2,1999,6,0.0314687499999999
2,2,2000,6,0.04076525
2,2,2001,6,0.05774325
2,2,2002,6,0.0658255
2,2,2003,6,0.0748617499999999
2,2,2004,6,0.0938585
2,2,2005,6,0.07535125
2,2,2006,6,0.118488
2,2,2007,6,0.13111
2,2,2008,6,0.10557725
2,2,2009,6,0.0845235
2,2,2010,6,0.0671634999999999
2,2,2011,6,0.08701475
2,2,2012,6,0.09238675
2,2,2013,6,0.0918679999999999
2,2,2014,6,0.10323475
2,2,2015,6,0.1156365
2,2,2016,6,0.0950044999999999
2,2,2017,6,0.09553475
2,2,2018,6,0.11946375
2,2,2019,6,0.09256475
2,2,2020,6,0.086153
2,2,2021,6,0.08094625
2,2,2022,6,0.0786837499999999
2,2,2023,6,0.0816324999999999
2,2,1952,7,2.99999999997524e-06
2,2,1953,7,1.52499999999667e-05
2,2,1954,7,0.00103700000000001
2,2,1955,7,0.00406299999999998
2,2,1956,7,0.00350875
2,2,1957,7,0.00160674999999999
2,2,1958,7,0.00306424999999999
2,2,1959,7,0.00495850000000003
2,2,1960,7,0.00311549999999999
2,2,1961,7,0.00551474999999996
2,2,1962,7,0.00236399999999998
2,2,1963,7,0.00488249999999996
2,2,1964,7,0.00200024999999998
2,2,1965,7,0.00291775
2,2,1966,7,0.00559974999999996
2,2,1967,7,0.006353
2,2,1968,7,0.00447575
2,2,1969,7,0.00686749999999997
2,2,1970,7,0.00444675
2,2,1971,7,0.010254
2,2,1972,7,0.010081
2,2,1973,7,0.00469225000000001
2,2,1974,7,0.00712625
2,2,1975,7,0.00709799999999999
2,2,1976,7,0.01106925
2,2,1977,7,0.00597150000000002
2,2,1978,7,0.00376199999999999
2,2,1979,7,0.011073
2,2,1980,7,0.0114175
2,2,1981,7,0.01701675
2,2,1982,7,0.01458825
2,2,1983,7,0.00911524999999996
2,2,1984,7,0.0099265
2,2,1985,7,0.011122
2,2,1986,7,0.01547875
2,2,1987,7,0.014884
2,2,1988,7,0.022114
2,2,1989,7,0.013688
2,2,1990,7,0.01399825
2,2,1991,7,0.011062
2,2,1992,7,0.0133975
2,2,1993,7,0.00956450000000003
2,2,1994,7,0.01608025
2,2,1995,7,0.01112175
2,2,1996,7,0.01371775
2,2,1997,7,0.01359175
2,2,1998,7,0.02517925
2,2,1999,7,0.03015125
2,2,2000,7,0.0389495
2,2,2001,7,0.05569425
2,2,2002,7,0.0632925
2,2,2003,7,0.0728335
2,2,2004,7,0.09075375
2,2,2005,7,0.0733825
2,2,2006,7,0.11582425
2,2,2007,7,0.12884025
2,2,2008,7,0.10240025
2,2,2009,7,0.08125
2,2,2010,7,0.06492875
2,2,2011,7,0.083916
2,2,2012,7,0.08918775
2,2,2013,7,0.08879725
2,2,2014,7,0.09919875
2,2,2015,7,0.11160475
2,2,2016,7,0.0913685
2,2,2017,7,0.091269
2,2,2018,7,0.11440375
2,2,2019,7,0.08903825
2,2,2020,7,0.08370475
2,2,2021,7,0.07872775
2,2,2022,7,0.076083
2,2,2023,7,0.07927675
2,2,1952,8,3.00000000003076e-06
2,2,1953,8,1.45000000000284e-05
2,2,1954,8,0.00102600000000003
2,2,1955,8,0.00399650000000001
2,2,1956,8,0.00347350000000002
2,2,1957,8,0.00155925000000001
2,2,1958,8,0.00300650000000002
2,2,1959,8,0.00485225
2,2,1960,8,0.00307574999999999
2,2,1961,8,0.005438
2,2,1962,8,0.00233
2,2,1963,8,0.00474000000000002
2,2,1964,8,0.00194274999999999
2,2,1965,8,0.00284024999999999
2,2,1966,8,0.00550475
2,2,1967,8,0.00628475000000001
2,2,1968,8,0.00446550000000001
2,2,1969,8,0.00698775000000001
2,2,1970,8,0.00448350000000003
2,2,1971,8,0.0106540000000001
2,2,1972,8,0.01038975
2,2,1973,8,0.00466949999999999
2,2,1974,8,0.0070925
2,2,1975,8,0.00699375000000002
2,2,1976,8,0.01096475
2,2,1977,8,0.00585325000000003
2,2,1978,8,0.0036175
2,2,1979,8,0.0109005
2,2,1980,8,0.011283
2,2,1981,8,0.01699875
2,2,1982,8,0.01449075
2,2,1983,8,0.009019
2,2,1984,8,0.00984475000000001
2,2,1985,8,0.01081575
2,2,1986,8,0.015265
2,2,1987,8,0.014637
2,2,1988,8,0.02158325
2,2,1989,8,0.01326725
2,2,1990,8,0.0136525
2,2,1991,8,0.01081075
2,2,1992,8,0.0131885
2,2,1993,8,0.00920275000000004
2,2,1994,8,0.01553275
2,2,1995,8,0.01072875
2,2,1996,8,0.01322525
2,2,1997,8,0.013161
2,2,1998,8,0.0244095
2,2,1999,8,0.02917575
2,2,2000,8,0.0376045
2,2,2001,8,0.05416775
2,2,2002,8,0.0614257500000001
2,2,2003,8,0.07134125
2,2,2004,8,0.0884585
2,2,2005,8,0.07190275
2,2,2006,8,0.11380175
2,2,2007,8,0.1270835
2,2,2008,8,0.10000825
2,2,2009,8,0.0788275
2,2,2010,8,0.0632605000000001
2,2,2011,8,0.08161375
2,2,2012,8,0.08681125
2,2,2013,8,0.08653275
2,2,2014,8,0.0962255
2,2,2015,8,0.1086425
2,2,2016,8,0.088701
2,2,2017,8,0.08812825
2,2,2018,8,0.11067225
2,2,2019,8,0.08643875
2,2,2020,8,0.081871
2,2,2021,8,0.07706525
2,2,2022,8,0.07415475
2,2,2023,8,0.077515
2,2,1952,9,2.74999999999581e-06
2,2,1953,9,1.37499999999791e-05
2,2,1954,9,0.00101774999999998
2,2,1955,9,0.00394774999999997
2,2,1956,9,0.00344699999999998
2,2,1957,9,0.001525
2,2,1958,9,0.00296425
2,2,1959,9,0.00477474999999999
2,2,1960,9,0.00304674999999999
2,2,1961,9,0.00538125
2,2,1962,9,0.00230649999999999
2,2,1963,9,0.00463750000000002
2,2,1964,9,0.00190099999999999
2,2,1965,9,0.00278424999999999
2,2,1966,9,0.00543549999999998
2,2,1967,9,0.00623524999999997
2,2,1968,9,0.00445974999999998
2,2,1969,9,0.00707874999999997
2,2,1970,9,0.00451174999999998
2,2,1971,9,0.01095425
2,2,1972,9,0.01062175
2,2,1973,9,0.00465224999999997
2,2,1974,9,0.00706774999999998
2,2,1975,9,0.00692074999999998
2,2,1976,9,0.010892
2,2,1977,9,0.00576874999999999
2,2,1978,9,0.0035135
2,2,1979,9,0.0107775
2,2,1980,9,0.01118875
2,2,1981,9,0.01699025
2,2,1982,9,0.01442075
2,2,1983,9,0.00894924999999996
2,2,1984,9,0.00978899999999999
2,2,1985,9,0.0105955
2,2,1986,9,0.01510925
2,2,1987,9,0.01445675
2,2,1988,9,0.0212
2,2,1989,9,0.01296425
2,2,1990,9,0.013403
2,2,1991,9,0.01063025
2,2,1992,9,0.0130415
2,2,1993,9,0.00894299999999998
2,2,1994,9,0.01513775
2,2,1995,9,0.0104465
2,2,1996,9,0.0128705
2,2,1997,9,0.01284875
2,2,1998,9,0.0238515
2,2,1999,9,0.02847025
2,2,2000,9,0.0366335
2,2,2001,9,0.0530605
2,2,2002,9,0.06008075
2,2,2003,9,0.07027175
2,2,2004,9,0.086807
2,2,2005,9,0.070827
2,2,2006,9,0.1123195
2,2,2007,9,0.12578375
2,2,2008,9,0.098267
2,2,2009,9,0.077082
2,2,2010,9,0.06205025
2,2,2011,9,0.07994875
2,2,2012,9,0.0850945
2,2,2013,9,0.08490525
2,2,2014,9,0.09408925
2,2,2015,9,0.106519
2,2,2016,9,0.0867885
2,2,2017,9,0.085871
2,2,2018,9,0.10798825
2,2,2019,9,0.0845705
2,2,2020,9,0.08054125
2,2,2021,9,0.07585725
2,2,2022,9,0.072764
2,2,2023,9,0.0762385
2,2,1952,10,2.74999999999581e-06
2,2,1953,10,1.34999999999996e-05
2,2,1954,10,0.00101174999999998
2,2,1955,10,0.00391274999999996
2,2,1956,10,0.00342774999999995
2,2,1957,10,0.00150024999999998
2,2,1958,10,0.00293399999999999
2,2,1959,10,0.00471899999999997
2,2,1960,10,0.003025
2,2,1961,10,0.00534024999999999
2,2,1962,10,0.00229024999999999
2,2,1963,10,0.00456449999999997
2,2,1964,10,0.00187124999999999
2,2,1965,10,0.00274449999999998
2,2,1966,10,0.00538624999999998
2,2,1967,10,0.00620074999999998
2,2,1968,10,0.00445624999999999
2,2,1969,10,0.00714599999999999
2,2,1970,10,0.00453274999999997
2,2,1971,10,0.01117475
2,2,1972,10,0.0107925
2,2,1973,10,0.00463924999999998
2,2,1974,10,0.00705074999999999
2,2,1975,10,0.00686975000000001
2,2,1976,10,0.010842
2,2,1977,10,0.00570874999999998
2,2,1978,10,0.00343974999999996
2,2,1979,10,0.0106905
2,2,1980,10,0.0111235
2,2,1981,10,0.01698675
2,2,1982,10,0.0143715
2,2,1983,10,0.00889899999999999
2,2,1984,10,0.0097505
2,2,1985,10,0.01043925
2,2,1986,10,0.0149975
2,2,1987,10,0.0143275
2,2,1988,10,0.020927
2,2,1989,10,0.01274925
2,2,1990,10,0.013225
2,2,1991,10,0.010502
2,2,1992,10,0.01293925
2,2,1993,10,0.0087585
2,2,1994,10,0.014857
2,2,1995,10,0.010246
2,2,1996,10,0.0126175
2,2,1997,10,0.01262625
2,2,1998,10,0.02345275
2,2,1999,10,0.027967
2,2,2000,10,0.03594175
2,2,2001,10,0.05226825
2,2,2002,10,0.05912325
2,2,2003,10,0.06951375
2,2,2004,10,0.0856325
2,2,2005,10,0.07005675
2,2,2006,10,0.1112515
2,2,2007,10,0.1248415
2,2,2008,10,0.097018
2,2,2009,10,0.07583975
2,2,2010,10,0.06118475
2,2,2011,10,0.07875925
2,2,2012,10,0.08387
2,2,2013,10,0.083749
2,2,2014,10,0.092572
2,2,2015,10,0.10501275
2,2,2016,10,0.08543175
2,2,2017,10,0.084267
2,2,2018,10,0.10607975
2,2,2019,10,0.0832435
2,2,2020,10,0.07959025
2,2,2021,10,0.074992
2,2,2022,10,0.07177325
2,2,2023,10,0.075327
2,2,1952,11,2.75000000005132e-06
2,2,1953,11,1.32500000000202e-05
2,2,1954,11,0.00100749999999999
2,2,1955,11,0.00388775000000002
2,2,1956,11,0.00341400000000003
2,2,1957,11,0.00148325000000005
2,2,1958,11,0.00291225000000001
2,2,1959,11,0.00467975000000004
2,2,1960,11,0.00301000000000001
2,2,1961,11,0.00531124999999999
2,2,1962,11,0.00227949999999999
2,2,1963,11,0.00451275000000001
2,2,1964,11,0.00185025
2,2,1965,11,0.00271625000000003
2,2,1966,11,0.00535150000000001
2,2,1967,11,0.00617624999999999
2,2,1968,11,0.00445499999999999
2,2,1969,11,0.00719475000000003
2,2,1970,11,0.00454825000000003
2,2,1971,11,0.01133375
2,2,1972,11,0.01091575
2,2,1973,11,0.00463025000000006
2,2,1974,11,0.00703900000000002
2,2,1975,11,0.00683450000000002
2,2,1976,11,0.0108075
2,2,1977,11,0.00566675000000005
2,2,1978,11,0.00338775000000002
2,2,1979,11,0.01062925
2,2,1980,11,0.01107825
2,2,1981,11,0.0169855
2,2,1982,11,0.0143362500000001
2,2,1983,11,0.00886350000000002
2,2,1984,11,0.00972400000000001
2,2,1985,11,0.010329
2,2,1986,11,0.01491825
2,2,1987,11,0.0142355
2,2,1988,11,0.0207335
2,2,1989,11,0.0125975
2,2,1990,11,0.013099
2,2,1991,11,0.0104115
2,2,1992,11,0.012868
2,2,1993,11,0.008629
2,2,1994,11,0.014658
2,2,1995,11,0.01010425
2,2,1996,11,0.012439
2,2,1997,11,0.012468
2,2,1998,11,0.02316925
2,2,1999,11,0.02761025
2,2,2000,11,0.0354515
2,2,2001,11,0.051706
2,2,2002,11,0.05844575
2,2,2003,11,0.06897875
2,2,2004,11,0.08480175
2,2,2005,11,0.06950975
2,2,2006,11,0.110489
2,2,2007,11,0.124166
2,2,2008,11,0.09613
2,2,2009,11,0.074961
2,2,2010,11,0.06057025
2,2,2011,11,0.077916
2,2,2012,11,0.0830025
2,2,2013,11,0.08293175
2,2,2014,11,0.09150075
2,2,2015,11,0.10395
2,2,2016,11,0.084474
2,2,2017,11,0.08313375
2,2,2018,11,0.10473125
2,2,2019,11,0.08230575
2,2,2020,11,0.0789155
2,2,2021,11,0.07437725
2,2,2022,11,0.071072
2,2,2023,11,0.07468025
2,2,1952,12,2.74999999999581e-06
2,2,1953,12,1.27500000000058e-05
2,2,1954,12,0.00100450000000002
2,2,1955,12,0.00386999999999998
2,2,1956,12,0.00340400000000002
2,2,1957,12,0.001471
2,2,1958,12,0.00289725000000002
2,2,1959,12,0.00465175000000001
2,2,1960,12,0.00299925000000001
2,2,1961,12,0.00529050000000003
2,2,1962,12,0.002272
2,2,1963,12,0.00447675000000003
2,2,1964,12,0.00183600000000006
2,2,1965,12,0.00269675000000003
2,2,1966,12,0.00532674999999999
2,2,1967,12,0.00615900000000003
2,2,1968,12,0.00445400000000001
2,2,1969,12,0.00723000000000001
2,2,1970,12,0.00455949999999999
2,2,1971,12,0.011448
2,2,1972,12,0.01100425
2,2,1973,12,0.00462375000000004
2,2,1974,12,0.00703025000000002
2,2,1975,12,0.00680975
2,2,1976,12,0.0107835
2,2,1977,12,0.00563750000000002
2,2,1978,12,0.00335150000000001
2,2,1979,12,0.01058675
2,2,1980,12,0.01104725
2,2,1981,12,0.0169855
2,2,1982,12,0.014312
2,2,1983,12,0.00883900000000004
2,2,1984,12,0.00970625000000003
2,2,1985,12,0.0102515
2,2,1986,12,0.014862
2,2,1987,12,0.0141705
2,2,1988,12,0.0205975
2,2,1989,12,0.01249075
2,2,1990,12,0.01301025
2,2,1991,12,0.01034775
2,2,1992,12,0.012818
2,2,1993,12,0.00853700000000002
2,2,1994,12,0.014518
2,2,1995,12,0.01000475
2,2,1996,12,0.0123125
2,2,1997,12,0.0123565
2,2,1998,12,0.0229692500000001
2,2,1999,12,0.02735825
2,2,2000,12,0.0351065
2,2,2001,12,0.0513085
2,2,2002,12,0.057968
2,2,2003,12,0.06860275
2,2,2004,12,0.0842165
2,2,2005,12,0.069123
2,2,2006,12,0.10994775
2,2,2007,12,0.12368475
2,2,2008,12,0.0955015
2,2,2009,12,0.0743415
2,2,2010,12,0.06013575
2,2,2011,12,0.0773205
2,2,2012,12,0.08239025
2,2,2013,12,0.08235625
2,2,2014,12,0.090746
2,2,2015,12,0.1032015
2,2,2016,12,0.0837995
2,2,2017,12,0.0823355
2,2,2018,12,0.10378075
2,2,2019,12,0.08164525
2,2,2020,12,0.07843875
2,2,2021,12,0.07394225
2,2,2022,12,0.07057775
2,2,2023,12,0.074223
2,2,1952,13,2.50000000001638e-06
2,2,1953,13,1.27500000000613e-05
2,2,1954,13,0.00100275000000005
2,2,1955,13,0.00385750000000001
2,2,1956,13,0.00339725000000002
2,2,1957,13,0.00146275000000007
2,2,1958,13,0.00288700000000003
2,2,1959,13,0.00463250000000004
2,2,1960,13,0.00299175000000007
2,2,1961,13,0.00527575000000002
2,2,1962,13,0.00226675000000004
2,2,1963,13,0.00445150000000005
2,2,1964,13,0.00182575000000001
2,2,1965,13,0.00268300000000005
2,2,1966,13,0.00530975
2,2,1967,13,0.00614700000000001
2,2,1968,13,0.00445375000000003
2,2,1969,13,0.00725500000000001
2,2,1970,13,0.00456800000000002
2,2,1971,13,0.01152925
2,2,1972,13,0.0110675
2,2,1973,13,0.0046195
2,2,1974,13,0.00702450000000004
2,2,1975,13,0.00679275000000001
2,2,1976,13,0.01076725
2,2,1977,13,0.00561675000000006
2,2,1978,13,0.00332600000000005
2,2,1979,13,0.01055675
2,2,1980,13,0.0110255
2,2,1981,13,0.0169860000000001
2,2,1982,13,0.01429475
2,2,1983,13,0.00882150000000004
2,2,1984,13,0.00969375000000006
2,2,1985,13,0.01019725
2,2,1986,13,0.01482225
2,2,1987,13,0.0141245
2,2,1988,13,0.02050175
2,2,1989,13,0.0124155
2,2,1990,13,0.0129480000000001
2,2,1991,13,0.01030325
2,2,1992,13,0.0127835000000001
2,2,1993,13,0.00847300000000006
