year,area,age,n
1993,2,11,139674
1993,2,12,302820
1994,2,1,13161800
1994,2,2,5710940
1994,2,3,2590310
1994,2,4,2827020
1994,2,5,816992
1994,2,6,1444640
1994,2,7,1010470
1994,2,8,323537
1994,2,9,235121
1994,2,10,98949.3
1994,2,11,175652
1994,2,12,298468
1995,2,1,17235900
1995,2,2,6216890
1995,2,3,3250120
1995,2,4,1761220
1995,2,5,2078030
1995,2,6,618126
1995,2,7,1030050
1995,2,8,678632
1995,2,9,221381
1995,2,10,163720
1995,2,11,68854.4
1995,2,12,325052
1996,2,1,10108000
1996,2,2,8047460
1996,2,3,3497350
1996,2,4,2193600
1996,2,5,1302370
1996,2,6,1584400
1996,2,7,434918
1996,2,8,692325
1996,2,9,467263
1996,2,10,154498
1996,2,11,114140
1996,2,12,270329
1997,2,1,8985230
1997,2,2,4654780
1997,2,3,4503040
1997,2,4,2339100
1997,2,5,1624380
1997,2,6,989353
1997,2,7,1128260
1997,2,8,288097
1997,2,9,462638
1997,2,10,320098
1997,2,11,106633
1997,2,12,261971
1998,2,1,6030430
1998,2,2,4122880
1998,2,3,2611420
1998,2,4,3031590
1998,2,5,1749160
1998,2,6,1239500
1998,2,7,707601
1998,2,8,743460
1998,2,9,192200
1998,2,10,315174
1998,2,11,220294
1998,2,12,251691
1999,2,1,21149600
1999,2,2,2791200
1999,2,3,2327160
1999,2,4,1777060
1999,2,5,2309540
1999,2,6,1339950
1999,2,7,864036
1999,2,8,422711
1999,2,9,456535
1999,2,10,124446
1999,2,11,208539
1999,2,12,313109
2000,2,1,5365680
2000,2,2,9704470
2000,2,3,1563000
2000,2,4,1568450
2000,2,5,1325890
2000,2,6,1748370
2000,2,7,933406
2000,2,8,548295
2000,2,9,278169
2000,2,10,307727
2000,2,11,84175
2000,2,12,351563
2001,2,1,19912600
2001,2,2,2457200
2001,2,3,5441540
2001,2,4,1053910
2001,2,5,1177660
2001,2,6,1012010
2001,2,7,1253490
2001,2,8,583192
2001,2,9,341556
2001,2,10,181990
2001,2,11,204975
2001,2,12,289674
2002,2,1,19295300
2002,2,2,9233640
2002,2,3,1391860
2002,2,4,3713760
2002,2,5,784130
2002,2,6,896168
2002,2,7,707081
2002,2,8,795006
2002,2,9,386153
2002,2,10,230885
2002,2,11,124197
2002,2,12,334885
2003,2,1,15889400
2003,2,2,8867050
2003,2,3,5169360
2003,2,4,934505
2003,2,5,2646650
2003,2,6,567411
2003,2,7,532365
2003,2,8,378003
2003,2,9,459887
2003,2,10,240447
2003,2,11,146687
2003,2,12,292571
2004,2,1,10380200
2004,2,2,7437930
2004,2,3,5044470
2004,2,4,3516510
2004,2,5,679904
2004,2,6,1950990
2004,2,7,314198
2004,2,8,256318
2004,2,9,196653
2004,2,10,261359
2004,2,11,142930
2004,2,12,264023
2005,2,1,10364200
2005,2,2,4864220
2005,2,3,4211740
2005,2,4,3437740
2005,2,5,2513830
2005,2,6,503601
2005,2,7,1324980
2005,2,8,182217
2005,2,9,146628
2005,2,10,115390
2005,2,11,156644
2005,2,12,246701
2006,2,1,16587100
2006,2,2,4773710
2006,2,3,2722650
2006,2,4,2821600
2006,2,5,2418670
2006,2,6,1834470
2006,2,7,322658
2006,2,8,714710
2006,2,9,100420
2006,2,10,84263.3
2006,2,11,67567.4
2006,2,12,239351
2007,2,1,21453900
2007,2,2,7654610
2007,2,3,2690070
2007,2,4,1837490
2007,2,5,2030380
2007,2,6,1809540
2007,2,7,1210530
2007,2,8,175824
2007,2,9,395190
2007,2,10,58160.1
2007,2,11,49677.9
2007,2,12,182563
2008,2,1,14740300
2008,2,2,9882670
2008,2,3,4310040
2008,2,4,1832980
2008,2,5,1373060
2008,2,6,1564350
2008,2,7,1262680
2008,2,8,725876
2008,2,9,103742
2008,2,10,237716
2008,2,11,35280.2
2008,2,12,140732
2009,2,1,14513000
2009,2,2,6751570
2009,2,3,5543270
2009,2,4,2918260
2009,2,5,1352520
2009,2,6,1031760
2009,2,7,1070860
2009,2,8,743912
2009,2,9,421602
2009,2,10,61915.2
2009,2,11,144127
2009,2,12,106811
2010,2,1,18818500
2010,2,2,6726350
2010,2,3,3825950
2010,2,4,3795580
2010,2,5,2184550
2010,2,6,1031150
2010,2,7,667245
2010,2,8,639238
2010,2,9,452232
2010,2,10,260925
2010,2,11,38746.5
2010,2,12,157504
2011,2,1,24324100
2011,2,2,8620150
2011,2,3,3767760
2011,2,4,2600930
2011,2,5,2864050
2011,2,6,1653660
2011,2,7,623132
2011,2,8,327855
2011,2,9,330948
2011,2,10,253269
2011,2,11,151450
2011,2,12,116280
2012,2,1,9085900
2012,2,2,11141500
2012,2,3,4844700
2012,2,4,2554500
2012,2,5,1932900
2012,2,6,2131190
2012,2,7,981424
2012,2,8,248189
2012,2,9,139518
2012,2,10,162237
2012,2,11,133346
2012,2,12,145702
2013,2,1,13615900
2013,2,2,4161820
2013,2,3,6260390
2013,2,4,3282350
2013,2,5,1852650
2013,2,6,1434620
2013,2,7,1325780
2013,2,8,475425
2013,2,9,120662
2013,2,10,73367.6
2013,2,11,89689.9
2013,2,12,158850
2014,2,1,17520300
2014,2,2,6302010
2014,2,3,2355900
2014,2,4,4273730
2014,2,5,2402830
2014,2,6,1398950
2014,2,7,893350
2014,2,8,660739
2014,2,9,247433
2014,2,10,65952.3
2014,2,11,41314.7
2014,2,12,143561
2015,2,1,16356600
2015,2,2,8070050
2015,2,3,3543010
2015,2,4,1601900
2015,2,5,3189170
2015,2,6,1841530
2015,2,7,843280
2015,2,8,379744
2015,2,9,304698
2015,2,10,129021
2015,2,11,35874.6
2015,2,12,103089
2016,2,1,8820230
2016,2,2,7492010
2016,2,3,4523820
2016,2,4,2375010
2016,2,5,1108620
2016,2,6,2293410
2016,2,7,1098370
2016,2,8,273147
2016,2,9,136619
2016,2,10,135904
2016,2,11,63358.8
2016,2,12,70372.2
2017,2,1,10148300
2017,2,2,4082510
2017,2,3,4237450
2017,2,4,3041650
2017,2,5,1587110
2017,2,6,795607
2017,2,7,1509900
2017,2,8,534224
2017,2,9,149440
2017,2,10,79767.2
2017,2,11,79345.8
2017,2,12,77083.4
2018,2,1,23264800
2018,2,2,4722840
2018,2,3,2310050
2018,2,4,2875690
2018,2,5,2136400
2018,2,6,1185900
2018,2,7,490600
2018,2,8,763745
2018,2,9,294946
2018,2,10,91668.1
2018,2,11,49272
2018,2,12,94547.6
2019,2,1,19584800
2019,2,2,10655300
2019,2,3,2638360
2019,2,4,1551570
2019,2,5,2065890
2019,2,6,1595580
2019,2,7,655738
2019,2,8,180339
2019,2,9,319407
2019,2,10,147911
2019,2,11,50217.2
2019,2,12,79493.8
2020,2,1,15140400
2020,2,2,9021180
2020,2,3,6011490
2020,2,4,1789910
2020,2,5,1146570
2020,2,6,1574750
2020,2,7,1036320
2020,2,8,290876
2020,2,9,90566.6
2020,2,10,178453
2020,2,11,85345.4
2020,2,12,75156.9
2021,2,1,12014200
2021,2,2,6973970
2021,2,3,5077850
2021,2,4,4064510
2021,2,5,1262670
2021,2,6,832574
2021,2,7,989453
2021,2,8,471218
2021,2,9,144433
2021,2,10,51221.2
2021,2,11,103805
2021,2,12,93171.1
2022,2,1,12892100
2022,2,2,5590780
2022,2,3,3950560
2022,2,4,3435280
2022,2,5,2765400
2022,2,6,884015
2022,2,7,399872
2022,2,8,337161
2022,2,9,189254
2022,2,10,70677.5
2022,2,11,27390.2
2022,2,12,107182
